SampleID,Unclassified|Other|Other,k__Bacteria|Other|Other,k__Bacteria|p__Actinobacteria|c__Acidimicrobiia,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Actinobacteria|c__Coriobacteriia,k__Bacteria|p__Actinobacteria|c__Thermoleophilia,k__Bacteria|p__Bacteroidetes|Other,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Cytophagia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia,k__Bacteria|p__Bacteroidetes|c__[Saprospirae],k__Bacteria|p__Chlorobi|c__OPB56,k__Bacteria|p__Chloroflexi|c__Anaerolineae,k__Bacteria|p__Chloroflexi|c__Ktedonobacteria,k__Bacteria|p__Cyanobacteria|c__4C0d-2,k__Bacteria|p__Cyanobacteria|c__Chloroplast,k__Bacteria|p__Cyanobacteria|c__ML635J-21,k__Bacteria|p__Firmicutes|Other,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichi,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__GN02|c__3BR-5F,k__Bacteria|p__GN02|c__BD1-5,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__SR1|c__,k__Bacteria|p__Spirochaetes|c__Spirochaetes,k__Bacteria|p__TM7|c__TM7-3,k__Bacteria|p__Tenericutes|c__Mollicutes,k__Bacteria|p__WPS-2|c__,k__Bacteria|p__[Thermi]|c__Deinococci
K160Q6XC.04,0,2.80E-05,0,0.016904725,0,0,0,8.41E-05,0,0,0,0,0,0,0,0,0,0,0,0.982800914,0,0,0,0,0,0,5.61E-05,0,0,0.000126155,0,0,0,0,0,0
F160QGS1.04,0,0,0,3.96E-05,0,0,0,1.32E-05,0,0,0,0,0,0,0,0,0,0,0,0.626405532,0.000184765,0,0,0,0,0,0,0,0,0.373356913,0,0,0,0,0,0
G160QJ47.04,0,0.002012835,0,0.000845974,7.29E-05,0,0,0.137908401,0,0.001356476,0,0,0,0,0,0,0,0,0.000189615,0.795945158,0.007774212,0,0,0,0,0,0.04531797,0,0.000131272,0.007628355,0,0,0.000816803,0,0,0
K160QC29.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999908405,0,0,0,0,0,0,0,0,0,9.16E-05,0,0,0,0,0,0
K160QF7P.04,0,1.43E-05,0,0.004837191,0,0,0,0.00099883,0,0.003082104,0,0,0,0,0,0,0,0,0.000399532,0.987757199,0.001526783,0,1.43E-05,0,0,0,0.000956023,0,0.000171228,0.000185497,0,0,5.71E-05,0,0,0
K160QGVG.04,0,0,0,0.006897943,0.000134463,0,0,0.000497512,0,0.002985075,0,0,0,0,0,0,0,0,6.72E-05,0.98705123,0.000510959,0,0,0,0,0,0.001667339,0,0.000121017,1.34E-05,0,0,4.03E-05,1.34E-05,0,0
H160PW3Z.04,0,0,0,0.000422678,0,0,0,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0.99806977,1.41E-05,0,0,0,0,0,0.001423016,0,0,0,0,0,0,0,0,5.64E-05
F160QF36.04,0,0,0,0.001628103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820832056,0,0,0,0,0,0.000191542,0.000402237,0,0,0.176946062,0,0,0,0,0,0
F160QGR4.04,0,0,0,0.000125831,0,0,0,1.14E-05,0,0,0,0,0,0,0,0,0.000205905,0,0,0.392225946,4.58E-05,0,0,0,0,5.72E-05,0,0,0,0.607327926,0,0,0,0,0,0
G160Q7FB.04,0,0,0,0.831949597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16333981,0,0,0,0,0,0.000603545,0,0,0,0,0,0,0,0.004107048,0,0
B160QYW2.04,0,0,0,0.006239011,0,0,0,2.84E-05,0,2.84E-05,0,0,0,0,0,0,0,0,0,0.993122909,0.000155975,0,0,0,0,0.000269412,0.000113437,0,0,0,0,0,0,4.25E-05,0,0
C160R3NM.04,0,0,0,0.008384729,0.016208777,0,0,0.002752434,0,0.000382282,0,0,0,0,0,0,0,0,0.000433253,0.616162903,0.355675621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C160R7YF.04,0,2.53E-05,0,0.005948012,5.06E-05,0,0,0.078944038,0,0.011971956,0,0,0,0,0,0,0,0,0.000582146,0.6957149,0.195980663,7.59E-05,0.007643828,0,0,0.000202486,2.53E-05,0,0.002176719,0.00035435,0,0,0.000303728,0,0,0
B160QX5Y.04,0,0,0,0,0,0,0,4.44E-05,0,0,0,0,0,0,0,0,0,0,0,0.999111966,0,0,0,0,0,0,0.000651225,0,0,0.000192407,0,0,0,0,0,0
B160Q1BF.04,0,0,0,0.0553548,0,0,0,0.015766336,0,4.60E-05,0,0,0,0,0,0,0,0,0.000276199,0.732662785,0.195870831,0,0,0,0,2.30E-05,0,0,0,0,0,0,0,0,0,0
E160QX6V.04,0,2.45E-05,0,0.009689209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70299507,0.279736061,0,0,0,0,0,4.91E-05,0,0,0.007506071,0,0,0,0,0,0
E160R9T4.04,0,0,0,0.005992509,0,0,0,0.000340483,0,0,0,0,0,0,0,0,0,0,0,0.443695381,0.447667688,0,0,0,0,0.000340483,0.000522075,0,0.100783112,0.000658268,0,0,0,0,0,0
B160Q468.04,0,9.41E-05,0,0.004562666,0,0,0,0.023542416,0,0.00021167,0,0,0,0,0,0,0,0,0.000164632,0.930478139,0.038570992,0,9.41E-05,0,0,0.000870199,9.41E-05,0,0,0.001317058,0,0,0,0,0,0
B160R730.04,0,1.61E-05,0,0.002774954,0.005662843,0,0,0.001161609,0,0.000112934,0,0,0,0,0,0,0,0,6.45E-05,0.917299905,0.072390817,0,0,0,0,0.000403336,8.07E-05,0,0,3.23E-05,0,0,0,0,0,0
E160P8C1.04,0,0,0,9.98E-05,0.002396286,0,0,2.50E-05,0,0,0,0,0,0,0,0,0,0,0,0.778293645,0.218785882,0,0,0,0,0.000274574,4.99E-05,0,0,7.49E-05,0,0,0,0,0,0
E160R77W.04,0,0.000362964,0,0.029202138,0,0,0,0.103246882,0,0.003002706,0,0,0,0,0,0,0,0,0.000428958,0.613541873,0.135847687,0.001451858,0.009635056,0,0,9.90E-05,0.0673464,0,0.028245232,0.000659935,6.60E-05,0,0.006863327,0,0,0
B160RP67.04,0,0.00016146,0,0.027609591,0.001009122,0,0,0.107855009,0,0.001049487,0,0,0,0,0,0,0,0,0.000686203,0.628804392,0.126705417,0.000968758,0.070073464,0,0,0.00016146,0.018608218,0,0.003309922,0.012674578,0,0,0.000322919,0,0,0
F160PMG2.04,0,0,0,0.00256996,0.000330638,0,0,3.01E-05,0,0,0,0,0,0,0,0,0,0,0,0.968439087,0.027984009,0,0,0,0,0.000465899,0.000165319,0,1.50E-05,0,0,0,0,0,0,0
D160QYV5.04,0,8.74E-05,0,0.00244751,0,0,0,0.00498243,0,3.50E-05,0,0,0,0,0,0,0,0,1.75E-05,0.986468768,0.004947466,0,1.75E-05,0,0,0.000192304,0.000541949,0,0.000227269,3.50E-05,0,0,0,0,0,0
C160R8DM.04,0,2.18E-05,0,0.004084932,6.55E-05,0,0,0.033181878,0,0.000655337,0,0,0,0,0,0,0,0,0.001026694,0.853881777,0.046354144,0,0.036283804,0,0,0.002730569,0.01496352,0,0.00465289,0.00124514,0,0,0.000851938,0,0,0
C160R4CR.04,0,0.000299868,0,0.009715725,0.002019112,0,0,0.002219024,0,0.000419815,0,0,0,0,0,0,0,0,0,0.942845148,0.04084203,2.00E-05,0,0,0,0.000279877,0.000799648,0,0.00033985,0.000199912,0,0,0,0,0,0
D160S1QR.04,0,0,0,0.252383832,0.068142704,0,0,0.441183311,0,0,0,0,0,0,0,0,0,0,0,0.158658542,0.076840783,0,4.65E-05,0,0,0.001255872,0.000139541,0,0,0.0013489,0,0,0,0,0,0
C160RTMN.04,0,0,0,0.001954104,0,0,0,0.003657681,0,0.000175368,0,0,0,0,0,0,0,0,0.000601263,0.915121756,0.07821425,0,0,0,0,0.000250526,2.51E-05,0,0,0,0,0,0,0,0,0
B160QY4M.04,0,0,0,0.000247437,0,0,0,0,0,0.000141393,0,0,0,0,0,0,0,0,0,0.89282432,0.106115235,0,0,0,0,0.000530223,0.000141393,0,0,0,0,0,0,0,0,0
B160RCBQ.04,0,0.000201865,0,0.007670879,0,0,0,0.086963543,0,0.000322984,0,0,0,0,0,0,0,0,0.000444104,0.696636925,0.054342121,0.000121119,0.028745609,0,0,8.07E-05,0.118656385,0,0.005208123,0.000363357,0.000201865,0,4.04E-05,0,0,0
A160RNZ9.04,0,0.000616836,0,0.009216255,0.001995646,0,0,0.022278665,0,0.00065312,0,0,0,0,0,0,0,0,0.001560232,0.809361393,0.128882438,0.000689405,0.000507983,0,0,0.000435414,0.000580552,0,0.022859216,0.000290276,0,0,7.26E-05,0,0,0
C160RHJZ.04,0,6.62E-05,0,0.045004471,0.00321224,0,0,0.139914561,0,0.007285492,0,0,0,0,0,0,0,0,9.93E-05,0.335099513,0.261251118,0.001490214,0.15428685,0,0,0.000165579,0.000264927,0,0.050269894,0,0,0,0.001589562,0,0,0
C160R6YL.04,0,0.000291651,0,0.026066351,0.005942399,0,0,0.111192125,0,0.00051039,0,0,0,0,0,0,0,0,0.000583303,0.507546482,0.231024426,0.001421801,0.059496901,0,0,0.000437477,0.014072184,0,0.039919796,0.000364564,0,0,0.001130149,0,0,0
E160RSC0.04,0,8.62E-05,0,0.012676239,0.002931919,0,0,0.109041521,0,0.000172466,0,0,0,0,0,0,0,0,0.000646747,0.684991161,0.163066442,0.001034795,0.004570345,0,0,4.31E-05,0.007760962,0,0.012590006,0.000301815,0,0,8.62E-05,0,0,0
A160QY9J.04,0,0,0,0.015994055,0.005072862,0,0,0.058677179,0,0.00025849,0,0,0,0,0,0,0,0,0.000387735,0.707777311,0.180942841,0.000613913,0.018611264,0,0,6.46E-05,0.002229474,0,0.009370254,0,0,0,0,0,0,0
D160QVQ7.04,0,0,0,0.000985316,0,0,0,0.090697171,0,4.81E-05,0,0,0,0,0,0,0,0,0.001441926,0.736199563,0.16447574,0,0,0,0,0,0.006152219,0,0,0,0,0,0,0,0,0
E160PMR8.04,0,0,0,0.009213052,0.008445298,0,0,0.007605566,0,2.40E-05,0,0,0,0,0,0,0,0,2.40E-05,0.942682342,0.031142035,0,0,0,0,0.0006238,9.60E-05,0,0,0.000143954,0,0,0,0,0,0
B160Q3DY.04,0,0,0,0.064041618,0.018476993,0,0,0.096376357,0,0,0,0,0,0,0,0,0,0,8.97E-05,0.4157772,0.241591174,0.004170778,0.124002153,0,0,0,0,0,0.035474034,0,0,0,0,0,0,0
C160RSFD.04,0,0,0,0.021514292,0.001309186,0,0,0.281431377,0,0.001658302,0,0,0,0,0,0,0,0,0.000261837,0.421077897,0.118568623,0.001701942,0.125769147,0,0,4.36E-05,0.006502291,0,0.015753873,0.003753,0,0,0.000654593,0,0,0
D160R8ZB.04,0,0,0,0.007385317,0.000684151,0,0,0.035470573,0,0.013174283,0,0,0,0,0,0,0,0,3.51E-05,0.86115253,0.032400667,0.00294711,0.036856416,0,0,0.003385668,0.000473643,0,0.005771424,0,0,0,0.000263135,0,0,0
A160PT6H.04,0,0,0,0.000780945,0.000266231,0,0,0.000124241,0,0.000337226,0,0,0,0,0,0,0,0,0,0.986439956,0.005661851,0,0,0,0,0.005377871,0.001011679,0,0,0,0,0,0,0,0,0
B160QT0D.04,0,0,0,0.005619891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960925674,0.032054193,0,0,0,0,0,1.89E-05,0,0,0.00138132,0,0,0,0,0,0
C160RPWT.04,0,0,0,0.00796803,0.00237815,0,0,0.046582328,0,0,0,0,0,0,0,0,0,0,2.45E-05,0.814479749,0.125649701,0,7.36E-05,0,0,0.000318721,0.000196136,0,0.001863293,0.000441306,0,0,0,2.45E-05,0,0
C160RSV8.04,0,0,0,0.002097501,0,0,0,0.000132474,0,0,0,0,0,0,0,0,0,0,0,0.989159233,0.007528923,0,0,0,0,0.000839,0.00022079,0,0,2.21E-05,0,0,0,0,0,0
B160RCDK.04,0,0,0,0.003435794,2.05E-05,0,0,0.041065914,0,0.001901957,0,0,0,0,0,0,0,0,0.000102256,0.938217069,0.010021065,0,0,0,0,0.000204512,0.000388572,0,0.004540156,0.000102256,0,0,0,0,0,0
C160RMDW.04,0,0,0,0.062443112,0,0,0,0,0,0.009665535,0,0,0,0,0,0,0,0,2.89E-05,0.845640396,0.003900889,0,0,0,0,0.001314744,0.000361193,0,0,0.076645236,0,0,0,0,0,0
C160QTQ7.04,0,2.88E-05,0,0.005093232,0,0,0,0.087937385,0,0.00086326,0,0,0,0,0,0,0,0,0.001179788,0.823060543,0.042155847,0,0.002503453,0,0,0,0.032516114,0,0.000460405,0.000978361,0,0,0.003222836,0,0,0
B160RCLQ.04,0,0,0,0.002752009,0,0.00020714,0,0.000162753,0.00010357,0,0,0,0,0,0,0,0.000621421,0,0,0.726840961,0.002219362,0,0,0.000133162,0,0.117566988,0.047109651,0,0,0.009188157,0,0,0,0.092813707,0,0.000281119
D160QN5G.04,0,0,0,0.000168518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990686544,1.12E-05,0,0,0,0,4.49E-05,0.009010122,0,0,7.86E-05,0,0,0,0,0,0
E160RMKP.04,0,0,0,0.112124829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.880115962,0,0,0,0,0,0.00071055,0.00042633,0,0,0.00028422,0,0,0,0.006338108,0,0
C160QNBJ.04,0,0,0,3.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999866375,3.34E-05,0,0,0,0,0,6.68E-05,0,0,0,0,0,0,0,0,0
B160RCV0.04,0,0,0,1.48E-05,0,0,0,0,1.48E-05,0,0,0,0,0,0,0,0,0,0,0.995440212,1.48E-05,0,0,0,0,0.003553082,0.000873466,0,0,0,0,0,0,8.88E-05,0,0
D160S1NY.04,0,0,0,9.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602288085,0,0,0,0,0,0.001540057,0.000345727,0,0,0.395731841,0,0,0,0,0,0
C160RC57.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994445647,0,0,0,0,0,0.004328068,0.001226286,0,0,0,0,0,0,0,0,0
A160QVTC.04,0,0,0,0.007790919,0,0,0,2.16E-05,0,0,0,0,0,0,0,0,0,0,0,0.49609375,2.16E-05,0,0,0,0,0,0.494280905,0,4.32E-05,0.001748101,0,0,0,0,0,0
B160PY48.04,0,0,0,4.49E-05,0,0,0,0.000246725,0,0,0,0,0,0,0,0,0,0,0,0.967835995,2.24E-05,0,0,0,0,0.014713799,0.002646689,0,0,0,0,0,0,0.014489503,0,0
A160QVW5.04,0,0,0,0.006890331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50843126,0,0,0,0,0,0,0.000225502,0,0,0.484452908,0,0,0,0,0,0
A160QXKZ.04,0,0,0,0.001150748,0,0,0,2.35E-05,0.000117423,0,0,0,0,0,0,0,0,0,0,0.342194876,0,0,0.00100984,0,0,0.000117423,0.000117423,0,0,0.655268782,0,0,0,0,0,0
E160R7P4.04,0,0,0,2.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996877406,0,0,0,0,0,0.00254795,0.000552959,0,0,0,0,0,0,0,0,0
D160RJV9.04,0,0,0,0.004913234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96640184,0,0,0,0,0,0.000418148,0.000188166,0,0,0.028078612,0,0,0,0,0,0
C160RK56.04,0,6.26E-05,0,0.003295718,0,0,0,0.074049352,0,0.001230679,0,0,0,0,0,0,4.17E-05,0,0.000563192,0.849502514,0.020191485,0,0.03024551,0,0,0.000709205,0.017563255,0,0.001480987,0.001063808,0,0,0,0,0,0
D160QM2D.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999810394,3.16E-05,0,0,0,0,0,0,0,1.58E-05,0.000142205,0,0,0,0,0,0
D160R0CG.04,0,2.21E-05,0,0.003518711,0.000132782,0,0,0.144200766,0,0.000354084,0,0,0,0,0,0,0,0,0.000752429,0.66640848,0.041118021,0,0.028946378,0,0,0.001903202,0.106756368,0,0.002301547,0.002788413,0,0,0.000796689,0,0,0
D160RPPC.04,0,0,0,0.130656119,0,0,0,1.89E-05,0,0,0,0,0,0,0,0,0,0,0,0.799095399,5.68E-05,0,0,0,0,0.00185462,0.000264946,0,1.89E-05,0.068034292,0,0,0,0,0,0
D160TPYX.04,0,5.26E-05,0,0.00142109,0,0,0,0.08221269,0,0.000763178,0,0,0,0,0,0,0,0,0.000263165,0.830574489,0.066343851,0,0.001921103,0,0,0.000131582,0.014763546,0,0.001000026,0.000552646,0,0,0,0,0,0
A160QMJF.04,0,2.08E-05,0,0.029377448,0,0,0,0.000208351,0,2.08E-05,0,0,0,0,0,0,0,0,0.000458372,0.946516376,0.023376948,0,0,0,0,0,0,0,2.08E-05,0,0,0,0,0,0,0
D160R33P.04,0,0,0,0.004369382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992585291,0,0,0,0,0,0.001941948,0.00033837,0,0,0.00076501,0,0,0,0,0,0
D160R9F7.04,0,0,0,0.002155715,0,0,0,6.29E-05,0,0,0,0,0,0,0,0,0,0,0,0.995814451,0,0,0,0,0,0.001604985,0.000283233,0,0,7.87E-05,0,0,0,0,0,0
B160RK74.04,0,4.45E-05,0,0.001268725,0,0,0,0.130344782,0,0.001313241,0,0,0,0,0,0,0,0,0.000200325,0.832105415,0.018518931,2.23E-05,0.000623233,0,0,0.000178067,0.014868565,0,0.000244842,0.0002671,0,0,0,0,0,0
D160PZSK.04,0,0,0,0,0,0,0,0.006687275,0,0.002081888,0,0,0,0,0,0,0,0,0.004006056,0.912592265,0,0,3.15E-05,0,0,0.002050344,0.049492146,0,0,0.023058482,0,0,0,0,0,0
D160RRVC.04,0,0,0,0.03456385,0,0,0,0.000109379,0,0,0,0,0,0,0,0,0,0,0,0.617610063,0,0,0,0,0,0.002843861,0.000382827,0,0.133333333,0.211156686,0,0,0,0,0,0
A160RPT3.04,0,0,0,0.051071366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815574008,0,0,0,0,0,0.004209976,0.001016201,0,0,0.128128448,0,0,0,0,0,0
E160RS7D.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69E-05,0.004043514,0.605630467,0,0,0,0,0.001251967,0.000270696,0,0,0.388786438,0,0,0,0,0,0
E160QXK2.04,0,0,0,0,0,0,0,0.126255302,0,0,0,0,0,0,0,0,0,0,0,0.761048472,1.81E-05,0,0,0,0,3.63E-05,0.112641845,0,0,0,0,0,0,0,0,0
D160P3JX.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996422001,0,0,0,0,0,0.001622412,0.001955586,0,0,0,0,0,0,0,0,0
D160RJ3Q.04,0,0,0,0.032263465,0,0,0,0.000639182,0,0,0,0,0,0,0,0,0,0,1.52E-05,0.964084068,3.04E-05,0,0,0,0,0.001856671,0.000304372,0,1.52E-05,0.000791368,0,0,0,0,0,0
E160RFVF.04,0,0,0,0.287088998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619407999,0,0,0,0,0,0.016835283,0.003932185,0,0,0.072735536,0,0,0,0,0,0
B160R9MM.04,0,0.000111012,0,0.011952339,0,0,0,7.40E-05,0,0.00044405,0,0,0,0,0,0,0,0,0,0.985753404,3.70E-05,0,0,0,0,0.001332149,0.000296033,0,0,0,0,0,0,0,0,0
A160RNGP.04,0,0,0,0.001053355,0,0,0,0,0,2.29E-05,0,0,0,0,0,0,0,0,0,0.994572933,0,0,0,0,0,0.00370964,0.000641172,0,0,0,0,0,0,0,0,0
A160S0RX.04,0,0,0,0.000731764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969295165,0,0,0,0,0,0.009117785,0.002283105,0,0,0.018572181,0,0,0,0,0,0
E160QRHY.04,0,0,0,0,0,0,0,0.000121803,0,0,0,0,0,0,0,0,0,0,0,0.775256656,1.74E-05,0,0,0,0,0.000226205,0.21044023,0,0,0.013937707,0,0,0,0,0,0
C160RZL9.04,0,0,0,0.004039081,0,0,0,0,0,0.001091643,0,0,0,0,0,0,0,0,0,0.990557284,0,0,0,0,0,0.003657006,0.000654986,0,0,0,0,0,0,0,0,0
B160QKDL.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676363479,0,0,0,0,0,0,2.17E-05,0,0,0.323614844,0,0,0,0,0,0
B160RQJ4.04,0,0,0,0.00193946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994489759,5.44E-05,0,0,0,0,0.003208265,0.000308138,0,0,0,0,0,0,0,0,0
C160QV5B.04,0,0,0,5.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995668154,0,0,0,0,0,0.000431309,7.50E-05,0,0,0.003769268,0,0,0,0,0,0
A160R60M.04,0,0,0,1.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995385953,0,0,0,0,0,0.003254352,0.000757863,0,0,0.000590687,0,0,0,0,0,0
E160R9G4.04,0,0,0,1.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995988907,0,0,0,0,0,0.00253827,0.000689407,0,0,0.000767748,0,0,0,0,0,0
E160RM6F.04,0,0,0,0,0,0,0,0.00016086,0,0,0,0,0,0,0,0,0,0,0,0.227640408,0,0,0,0,0,0.05152128,0.020498208,0,0,0.700179244,0,0,0,0,0,0
B160RJ8S.04,0,0,0,0.000103324,0,0,0,0.000137765,0,0,0,0,0,0,0,0,0,0,0,0.629791631,0.00027553,0,0,0,0,0.009712416,0.00203203,0,0.000103324,0.357843981,0,0,0,0,0,0
C160R3W2.04,0,0,0,0,0,0,0,0,0,0,0.000270176,0,0,0,0,0,0,0,0,0.826643251,0,0,0,0,0,0.133718013,0.039368559,0,0,0,0,0,0,0,0,0
J160RCW1.04,0,0,0,0.000398809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887137084,0,0,0,0,0,0.076597894,0.02182814,0,0,0.014038073,0,0,0,0,0,0
F160RN22.04,0.000207979,0,0,0.18631495,0.000866581,0,0,0.037990918,0,0.007348608,0,0,0,0,0,0,0,0,3.47E-05,0.452944643,0.054906583,0.002703733,0.010121668,0,0,0.028319872,0.142500607,0,0.004679538,0.070401054,0,0,0.000658602,0,0,0
G160RBPL.04,0,4.22E-05,0,0.00723415,2.11E-05,0,0,2.11E-05,0,0,0,0,0,0,0,0,0,0,0,0.289598009,0.000105454,0,0,0,0,0.559644831,0.142278652,0,0,0.001054541,0,0,0,0,0,0
H160RFS1.04,0,0,0,0.000990668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519803451,0,0,0,0,0,0.008222544,0.002635177,0,0,0.46834816,0,0,0,0,0,0
J160P1KX.04,0,3.68E-05,0,0.001160221,0,1.84E-05,0,5.52E-05,0,0,0,0,0,0,0,1.84E-05,0,0,0,0.997826888,3.68E-05,0,1.84E-05,0,0,0.000718232,9.21E-05,0,0,1.84E-05,0,0,0,0,0,0
H160QS0Z.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918905824,0,0,0,0,0,0,0.000262441,0,0,0.080831735,0,0,0,0,0,0
F160RJ2T.04,0,3.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985174342,0,0,0,0,0,0.001806488,0.00029589,0,0,0.00545061,0,0,0,0.007241524,0,0
K160RFSY.04,0,1.70E-05,0,3.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943712391,0,0,0,0,0,0.007807306,0.001602373,0,0,0.025808431,0,0,0,0.021018359,0,0
H160R9H1.04,0,0,0,2.89E-05,1.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9889843,0,0,0,0,0,0.003411686,0.000722815,0,0,0.006837829,0,0,0,0,0,0
J160R5YR.04,0,0.000208962,0,0.000951939,0,0,0,4.64E-05,0,0,0,0,0,0,0,0,0,0,0,0.995309961,4.64E-05,0,0,0,0,0.002414674,0.001021593,0,0,0,0,0,0,0,0,0
K160QX14.04,0,0,0,1.73E-05,0,0,0,1.73E-05,0,0,0,0,0,0,0,0,0,0,0.005690789,0.994239811,0,0,0,0,0,0,0,0,0,3.47E-05,0,0,0,0,0,0
K160R7SC.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99537576,0,0,0,0,0,0.002295722,0.00057393,0,0,0.001754587,0,0,0,0,0,0
J160QYQN.04,0,0,0,0.000396712,0,0,0,0.000154277,0,0,0,0,0,0,0,0,0,0,0,0.635510105,8.82E-05,0,0.000661186,0,0,0.002027638,0.000749344,0,2.20E-05,0.360390541,0,0,0,0,0,0
H160RM7N.04,0,1.86E-05,0,0.001377923,0,0,0,3.72E-05,0,0,0,0,0,0,0,0,0,0,0,0.996052436,0,0,0,0,0,0.002159988,0.000335171,0,0,1.86E-05,0,0,0,0,0,0
F160R20Z.04,0,1.17E-05,0,0.000477978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950453496,0,0,2.33E-05,0,0,0.00169041,0.000477978,0,0,0.046865164,0,0,0,0,0,0
J160RNK0.04,0,0.000147536,0,0.092387135,0.001622898,0,0,0.099586899,0,0.0097964,0,0,0,0,0,0,0,0,0.00138684,0.439775745,0.181085866,0.002419593,0.134907052,0,0,0,2.95E-05,0,0.036706993,2.95E-05,0,0,0.000118029,0,0,0
F160R98D.04,0,2.34E-05,0,0.002106199,0.001708362,0,0,0.157145866,0,0.000327631,0,0,0,0,0,0,0,0,9.36E-05,0.70538953,0.126582575,0,0.002035993,0,0,0.000163815,0.000444642,0,0.002972081,0.001006295,0,0,0,0,0,0
F160R9VK.04,0,0,0,0.005698083,0.067323792,0,0,0.104266811,0,0,0,0,0,0,0,0,0,0,0,0.568971105,0.252551985,0,0,0,0,0.000405077,5.40E-05,0,0,0.000675128,0,0,0,5.40E-05,0,0
J160QX2F.04,0,0,0,0.066681387,0.005740782,0,0,0.010018768,0,0.007203577,0,0,0,0,0,0,0,0,0.001738794,0.749006403,0.107667255,0,0,0,0,0,0.0001104,0,0.051667035,0.000138,0,0,2.76E-05,0,0,0
H160RHLS.04,0,0,0,0.002317145,0.000351083,0,0,0.007840843,0,2.34E-05,0,0,0,0,0,0,0,0,0.000234055,0.924844939,0.043300176,4.68E-05,0.012358104,0,0,0.000702165,0.00301931,0,0.004634289,0.000257461,0,0,7.02E-05,0,0,0
H160R7TV.04,0,0,0,0.000293734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996566981,0,0,0,0,0,0.001046428,0.000238659,0,0,0.001854198,0,0,0,0,0,0
H160RFWB.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994277023,0,0,0,0,0,0.000786265,0.000193344,0,0,0.004743368,0,0,0,0,0,0
J160RKKS.04,0,0,0,0.005512642,0.010582911,0,0,0.145370402,0,0.000306258,0,0,0,0,0,0,0,0,0.000170143,0.721645626,0.109912546,0.005376527,0,0,0,0.000306258,0.000136115,0,0.000680573,0,0,0,0,0,0,0
