,Experiments,Time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Intrasporangiaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae],k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__[Weeksellaceae],k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermabacteraceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Odoribacteraceae],k__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Streptophyta|f__,k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__mitochondria,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Mycobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bartonellaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|Other,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aurantimonadaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|Other
116,RPRC0530003,5,0.490956575,0.136443197,0.00236157,0.237962937,0.0,0.021782013,0.052260162,0.022309894,0.0,0.0,0.0,0.0,0.0,0.008973967,0.0,0.0,0.0,0.0,0.0,0.002611619,0.0,0.00113911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,RPRC0530003,6,0.6443396,0.241230107,0.001173393,0.000244457,0.0,0.008067079,0.005915858,0.001955656,0.0,0.0,0.0,0.0,0.0,0.002933483,0.0,0.0,0.0,0.0,0.0,0.01515633,0.0,0.054465006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,RPRC0530003,7,0.015682138,0.533509142,0.013783404,0.099578059,0.0,0.000351617,0.209739803,0.004324895,0.0,0.0,0.0,0.0,0.0,0.026547117,0.0,0.0,0.0,0.0,0.0,0.019971871,0.0,0.014908579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,RPRC0530004,1,0.001307072,0.022580791,0.000135214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513408753,0.118402668,0.107540452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,RPRC0530004,2,0.057715832,0.887014865,0.000518961,0.010786967,0.0,0.0,0.010342143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00400341,0.0,0.0,0.0,0.0,0.002817215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71e-05,0.000444823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,RPRC0530004,3,0.258209565,0.4892583,0.188717809,0.0,0.0,0.0,0.026888314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002089295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,RPRC0530004,4,0.438085547,0.031264255,0.483631005,0.0,0.0,0.0,0.000736868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000771957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000105267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,RPRC0530004,5,0.001315586,0.484445132,0.0,0.000541712,0.0,0.0,0.045116855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099288036,0.0,0.0,0.0,0.0,0.060516948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009982975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,RPRC0530004,6,0.000629228,0.902375334,0.000975303,0.050464055,0.0,0.0,0.011263174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008809187,0.0,0.0,0.0,0.0,0.008022652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000503382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,RPRC0530004,7,0.036916087,0.928628899,0.0,0.029674854,0.0,0.0,0.002366416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028397,0.0,0.0,0.0,0.0,0.000615268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,RPRC0530005,1,2.92e-05,0.981735783,1.95e-05,0.013703036,0.0,0.003966668,6.82e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.95e-05,0.0,0.0,0.0,0.0,0.0,3.9e-05,0.0,0.0,0.000107207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,RPRC0530005,2,0.004076225,0.810251707,0.005536873,0.077754,0.0,0.002479704,0.007031489,0.0,0.0,0.0,0.0,0.0,0.0,0.024593227,0.0,0.0,0.0,0.0,0.0,0.013995041,0.0,0.0,0.021196372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,RPRC0530005,3,0.579590193,0.375067108,0.000201324,2.24e-05,0.0,0.040980673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,RPRC0530005,4,0.379268346,0.206620558,0.00187046,0.26277785,0.0,0.110357127,0.01766062,0.0,0.0,0.0,0.0,0.0,0.0,0.002174953,0.0,0.0,0.0,0.0,0.0,0.004436905,0.0,0.0,0.000521989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,RPRC0530005,5,0.006928001,0.402525651,0.005963343,0.511648981,0.0,0.032359905,0.012949809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001256979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00070157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,RPRC0530005,6,0.953496214,0.043468931,0.000214586,0.0,0.0,0.0,0.000797033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,RPRC0530005,7,0.000821931,0.700043514,0.000628536,0.16312914,0.0,0.00174056,9.67e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000580187,0.0,0.0,0.0,0.0,0.0,0.014262921,0.0,0.0,0.06116134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044432626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,RPRC0530006,1,0.122963093,0.288470008,0.215801991,0.0,0.0,0.181626002,0.0,0.095217123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027569805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,RPRC0530006,2,0.064077225,0.743805677,0.001389247,0.117713615,0.0,0.000372375,0.007762596,0.000415342,0.0,0.0,0.0,0.0,0.0,0.0,0.015424938,0.0,0.014221878,0.0,0.0,0.004439861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,RPRC0530006,3,0.567302611,0.135054434,0.001744002,0.0,0.0,0.282052637,0.0,0.000766304,0.0,0.0,0.0,0.0,0.0,0.0,0.000396364,0.0,0.0,0.0,0.0,0.004729944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,RPRC0530006,4,0.295761502,0.524267047,0.00603931,0.078950258,0.0,0.0,0.004941254,0.001537279,0.0,0.0,0.0,0.0,0.0,0.0,0.019765016,0.0,0.000109806,0.0,0.0,0.008125618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,RPRC0530006,5,0.093092369,0.52562249,0.003400268,0.317991968,0.0,0.00227577,0.007362784,0.000776439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000267738,0.0,0.0,0.020562249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,RPRC0530006,6,0.410768339,0.451858054,0.001320281,0.00032202,0.0,0.109551105,0.0,0.001030463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008372512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,RPRC0530006,7,0.000339186,0.720317219,0.002261238,0.205740313,0.0,0.000145365,0.04588697,4.85e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.001889749,0.0,8.08e-05,0.0,0.0,0.004457868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,RPRC0530007,1,0.168601599,0.77434222,0.00166268,0.004112946,0.0,0.012718044,0.004083776,0.002537775,0.0,0.0,0.0,0.0,0.0,0.008313401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000291698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,RPRC0530007,2,0.016381392,0.878154643,0.000280024,0.100738563,0.0,0.001050089,0.000385033,0.0,0.0,0.0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000455039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,RPRC0530007,3,0.104589377,0.79723337,0.01347443,2.24e-05,0.0,0.0,0.0004484,0.022397597,0.0,0.0,0.0,0.0,0.0,0.014303971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,RPRC0530007,4,0.174983554,0.604454469,0.104501457,9.4e-05,0.0,0.064749554,0.000219278,0.007987971,0.0,0.0,0.0,0.0,0.0,0.006954234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4e-05,0.000469881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,RPRC0530007,5,0.004008325,0.693799943,0.011716642,0.005858321,0.0,0.017138159,0.176803104,0.007990956,0.0,0.0,0.0,0.0,0.0,0.006911791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002929161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,RPRC0530007,6,0.000525279,0.393827971,0.012606697,0.225607354,0.0,0.013832348,0.314904793,0.000350186,0.0,0.0,0.0,0.0,0.0,0.003983366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,RPRC0530007,7,0.001730867,0.73466825,0.0,0.0,0.0,0.015170541,0.013168166,0.0,0.0,0.0,0.0,0.0,0.0,0.011131851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049312744,0.092855931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,RPRC0530010,1,0.000167274,0.070663891,0.000873541,0.898855104,0.0,0.014589993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001858598,0.0,0.0,0.0,0.0,0.000669095,0.0,0.000334548,0.000334548,0.000148688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,RPRC0530010,2,0.003345601,0.05966321,0.0,0.860376938,0.0,0.030288837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002297312,0.0,0.0,0.0,0.0,0.0,0.0,0.002029664,0.005174529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,RPRC0530010,3,0.001557664,0.358819008,0.000465276,0.210921854,0.0,0.002963607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079380171,0.0,0.0,0.0,0.0,0.023850464,0.0,0.096180689,0.050927518,0.000434932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,RPRC0530010,4,0.001912802,0.768266464,7.9e-05,0.002576749,0.0,0.000648139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06524076,0.0,0.0,0.0,0.0,0.037354959,0.0,0.017009706,0.012219798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,RPRC0530010,5,0.196348953,0.113863885,0.437873307,0.001009506,0.0,0.177126272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002355514,0.0,0.0,0.0,0.0,0.002860268,0.0,0.000210314,0.003911836,0.002397577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,RPRC0530010,6,0.735205519,0.030868396,0.001101286,0.002299744,0.0,0.196255628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002461698,0.0,0.0,0.0,0.0,0.001101286,0.0,0.001943446,0.003141904,0.01146633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,RPRC0530010,7,0.848370238,0.09589465,0.000687663,0.000171916,0.0,0.034933297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00477926,0.0,0.0,0.0,0.0,0.000584514,0.0,0.000137533,0.002509971,0.000343832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,RPRC0530011,1,0.016645036,0.000746269,0.939617132,0.0,0.0,0.0,0.0,0.041985724,0.0,0.0,0.0,0.0,0.0,3.24e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24e-05,0.0,0.0,0.0,0.0,0.0,0.000162232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,RPRC0530011,2,0.7242021,0.0754187,0.182718303,0.0,0.0,0.0,3.51e-05,0.00842667,0.0,0.0,0.0,0.0,0.0,0.000386222,0.0,0.0,0.0,0.0,0.0,0.000737334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003195113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,RPRC0530011,3,0.004675429,0.90285325,0.003313052,0.0,0.0,0.0,0.011951759,0.001161117,0.0,0.0,0.0,0.0,0.0,0.00846841,0.0,0.0,0.0,0.0,0.0,0.007601443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001223043,0.0,0.0,0.0,0.0,0.0,0.012493614,0.002120973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,RPRC0530011,4,0.000451325,0.022069775,0.887800695,0.0,0.0,0.0,0.00311414,0.061425283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00640881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002076093,0.0,0.0,0.0,0.0,0.0,0.012772487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,RPRC0530011,5,0.247632168,0.319097641,0.00637162,0.0,0.0,0.0,0.324608231,0.000688824,0.0,0.0,0.0,0.0,0.0,0.003444119,0.0,0.0,0.0,0.0,0.0,0.00981574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001205442,0.0,0.0,0.0,0.0,0.0,0.030997072,0.035991045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,RPRC0530011,6,0.729074617,0.243713094,0.001238799,0.0,0.0,0.0,0.002477598,4.13e-05,0.0,0.0,0.0,0.0,0.0,0.002105959,0.0,0.0,0.0,0.0,0.0,0.0006194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00049552,0.0,0.0,0.0,0.0,0.0,0.007185035,0.00049552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,RPRC0530011,7,0.011325873,0.279416751,0.592675483,0.0,0.0,0.0,0.01013903,0.060427263,0.0,0.0,0.0,0.0,0.0,0.002000678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022685656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,RPRC0530015,1,0.440422664,0.025527481,0.487287224,0.0,0.0,0.033149484,4.53e-05,0.005413547,0.0,0.0,0.0,0.0,0.0,0.000645549,0.0,0.0,0.0,0.0,0.0,0.001189168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001200494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,RPRC0530015,2,0.23046052,0.064864051,0.362747065,0.0,0.0,0.210895957,0.003963078,0.028443865,0.0,0.0,0.0,0.0,0.0,0.017708438,0.0,0.0,0.0,0.0,0.0,0.012591552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004866058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
