,Experiments,Time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|Other,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|Other,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|Other,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardioidaceae,k__Bacteria|Other|Other|Other|Other,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Dethiosulfovibrionaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae
478,RPRC0540015,3,0.253852612,0.00966877,0.089293936,0.0,0.0,0.0,0.298161038,0.0,0.0,0.0,0.154754489,2.71e-05,0.0,0.0,0.022587547,0.0,0.0,0.0,0.0,0.008991685,0.000108334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71e-05
479,RPRC0540015,4,0.555367709,0.154812221,0.084893129,0.0,0.0,0.0,0.03610675,0.0,0.0,0.0,0.000845309,0.002415167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031397174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,RPRC0540015,5,0.073035308,0.000569476,0.04071754,0.0,0.0,0.0,0.324743736,0.0,0.0,0.0,0.448035308,0.0,0.0,0.0,0.02035877,0.0,0.0,0.0,0.0,0.016657175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000142369
481,RPRC0540015,6,0.02339289,0.001289372,0.064652791,0.0,0.0,0.0,0.077546509,0.0,0.0,0.0,0.4816725,0.0,0.0,0.0,0.202983975,0.0,0.0,0.0,0.0,0.076072942,0.013998895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,RPRC0540015,7,5.65e-05,0.985435979,1.88e-05,0.0,0.0,0.0,3.77e-05,0.0,0.0,0.0,9.42e-05,0.002298591,0.0,0.0,5.65e-05,0.0,0.0,0.0,0.0,3.77e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88e-05
483,RPRC0540016,1,0.0,0.785942979,0.0,0.194389389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001270519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,RPRC0540016,2,0.340748064,0.000988631,0.011698797,0.006261328,0.0,0.0,0.028999835,0.0,0.0,0.0,0.394134124,0.0,0.0,0.0,0.063766683,0.0,0.0,0.0,0.0,0.052891745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,RPRC0540016,3,6.7e-05,0.967008929,2.23e-05,0.0,0.0,0.0,2.23e-05,0.0,0.0,0.0,0.0,0.01140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,RPRC0540016,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998413827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,RPRC0540016,5,0.67117051,0.007049493,0.195476575,0.03634895,0.0,0.0,0.036642679,0.001835806,0.0,0.0,0.02180937,0.001101483,0.0,0.0,0.001101483,0.0,0.0,0.0,0.0,0.000514026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,RPRC0540016,6,0.119168686,0.010135481,0.01337747,0.018291642,0.0,0.0,0.056820121,0.0,0.0,0.0,0.531652049,0.000136505,0.0,0.0,0.084496468,0.0,0.0,0.0,0.0,0.088762243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,RPRC0540016,7,0.0,0.994992934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004562891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,RPRC0540017,1,0.0,0.999009212,0.0,0.0,0.0,0.0,2.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,RPRC0540017,2,3.8e-05,0.687711558,0.0,0.150420264,0.093522991,0.064732058,3.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,RPRC0540017,3,0.27573403,0.005913498,0.016571546,0.0085952,0.011826996,0.000206285,0.06690504,0.000687616,0.0,0.0,0.506222925,0.0,0.0,0.0,0.018840679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,RPRC0540017,4,2.72e-05,0.695883567,5.43e-05,0.264879983,0.0,0.03730857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,RPRC0540017,5,0.382025214,0.005815372,0.057096381,0.030174868,0.01594144,4.07e-05,0.023017487,0.000203335,0.0,0.0,0.275274502,0.0,0.0,0.0,0.098576657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,RPRC0540017,6,0.794007956,0.000372949,0.013674789,0.001616111,0.007458976,0.0,0.023868722,0.001864744,0.0,0.0,0.045499751,0.0,0.0,0.0,0.025360517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,RPRC0540017,7,0.615047266,0.001754215,0.028164896,0.010720203,0.000779651,0.0,0.040249488,0.000194913,0.0,0.0,0.169476659,0.0,0.0,0.0,0.040834227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,RPRC0540018,1,0.000497006,0.000173952,0.0,0.021296687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861658507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,RPRC0540018,2,0.026003485,0.22120238,0.0,0.266404278,0.157372912,0.167437808,0.000255378,0.0,0.0,0.0,0.0,0.000120178,0.0,0.0,0.0,0.0,0.0,0.128334936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,RPRC0540018,3,0.224478521,0.013757883,0.062038484,0.399611923,0.000997143,0.001091468,0.054694659,0.0,0.0,0.0,0.13728238,2.69e-05,0.0,0.0,0.0,0.0,0.0,0.012774214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,RPRC0540018,4,0.517935642,0.040692192,0.038646958,0.03742513,0.00054451,0.000146088,0.021063256,0.0,0.0,0.0,0.090402008,0.000159369,0.0,0.0,0.0,0.0,0.0,0.016534523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,RPRC0540018,5,0.122717945,0.00165006,0.304013031,0.011529267,0.000528865,0.0,0.204924795,0.0,0.0,0.0,0.223688942,0.0,0.0,0.0,0.0,0.0,0.0,0.005077109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,RPRC0540018,6,0.000122474,0.001347214,0.0,0.00122474,0.0,0.0,0.000367422,0.0,0.0,0.0,0.000244948,0.984568279,0.0,0.0,0.0,0.0,0.0,0.002204532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,RPRC0540018,7,0.04786519,0.576313547,0.0,0.286926063,0.0,0.037565086,0.0,0.0,0.0,0.0,0.0,0.042431128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,RPRC0540023,1,0.304152199,0.006533396,0.396112835,0.0,0.0,0.002506523,0.149384669,0.0,0.0,0.01099172,0.046576131,0.0,0.0,0.0,0.011834076,0.0,0.0,0.0,0.0,0.0,0.0,0.018593471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,RPRC0540023,2,0.285173819,0.412667337,0.00111117,0.006375999,0.0,0.177760728,0.010265093,0.0,0.0,2.65e-05,0.000714324,0.0,0.0,0.0,2.65e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.001322821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,RPRC0540023,3,0.192546584,0.42798913,0.0,0.001164596,0.0,0.01882764,0.301630435,0.0,0.0,0.01552795,0.000582298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,RPRC0540023,4,0.333074534,0.172981366,0.152950311,0.005590062,0.0,0.022360248,0.080124224,0.0,0.0,0.136801242,0.000621118,0.0,0.0,0.0,0.00015528,0.0,0.0,0.0,0.0,0.0,0.0,0.000621118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,RPRC0540023,5,0.313917064,0.009471957,0.354639021,0.000894988,0.0,0.001193317,0.188096659,0.0,0.0,0.012902745,0.033412888,0.0,0.0,0.0,0.012604415,0.0,0.0,0.0,0.0,0.0,0.0,0.011709427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,RPRC0540023,6,0.596162528,0.044808126,0.049322799,0.003950339,0.0,0.00993228,0.068510158,0.0,0.0,0.011060948,0.001354402,0.0,0.0,0.0,0.023476298,0.0,0.0,0.0,0.0,0.0,0.0,0.111738149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,RPRC0540023,7,0.155244914,0.050090919,0.099528355,0.000426185,0.0,0.012870781,0.220792135,0.0,0.0,0.042788953,0.145868849,0.0,0.0,0.0,0.045147176,0.0,0.0,0.0,0.0,0.0,0.0,0.063700421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,RPRC0540024,1,0.000758635,0.000490882,0.0,0.000238003,0.0,2.98e-05,0.000818136,0.0,0.0,0.0,0.0,0.991893018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,RPRC0540024,2,0.001178227,0.991145797,0.0,0.001376543,0.0,0.001318215,5.83e-05,0.0,0.0,0.0,0.000326637,0.003173048,0.0,9.33e-05,1.17e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.33e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,RPRC0540024,3,0.000425407,0.70069374,0.0,0.000359959,0.0,0.287378514,0.000556301,0.0,0.0,0.0,3.27e-05,0.004057724,0.0,0.000229065,1.64e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.54e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,RPRC0540024,4,0.000530533,0.596385742,0.0,0.389599337,0.0,0.001779497,0.0,0.0,0.0,0.0,0.002752141,2.21e-05,0.0,0.006001658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000618956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,RPRC0540024,5,0.001095217,0.873956539,0.0,0.002283928,0.0,0.090328699,0.00347264,0.0,0.0,0.0,0.001268849,0.024415328,0.0,1.34e-05,1.34e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.34e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,RPRC0540024,6,5.33e-05,0.82911055,0.0,0.000444192,0.0,0.141928148,1.78e-05,0.0,0.0,0.0,1.78e-05,0.008883835,0.0,0.018229629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,RPRC0540024,7,0.534562842,0.055475865,0.0,0.006659836,0.0,0.054371585,0.0,0.0,0.0,0.0,0.071630237,0.000307377,0.0,0.105316485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094751821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,RPRC0540025,1,0.003335928,0.000889581,0.0,0.009229401,0.00044479,0.000667186,0.066273768,0.0,0.0,0.0,0.626932058,0.0,0.0,0.0,0.006449461,0.0,0.0,0.0,0.0,0.257088847,0.0,0.005671078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,RPRC0540025,2,0.000374049,0.146496101,0.0,0.275374516,0.000486263,0.014943238,0.119938656,0.0,0.0,0.0,0.257307973,0.0,0.0,0.0,0.010267632,0.0,0.0,0.0,0.0,0.129476893,0.0,0.014587892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,RPRC0540025,3,0.00907702,0.014109823,0.0,0.00727959,0.003594859,0.001707558,0.143884246,0.0,0.0,0.0,0.618585423,0.0,0.0,0.0,0.044666127,0.0,0.0,0.0,0.0,0.098499146,0.0,0.038914352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,RPRC0540025,4,0.000914987,0.035765225,0.0,0.223472106,0.008234883,0.117683468,0.317312091,0.0,0.0,0.0,0.187787615,0.0,0.0,0.0,0.01754622,0.0,0.0,0.0,0.0,0.0,0.0,0.020237358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,RPRC0540025,5,0.043277455,0.034040369,0.0,0.001539514,0.297810469,0.002565857,0.603318508,0.0,0.0,0.0,0.005987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,RPRC0540025,6,0.002714625,0.003053953,0.0,0.007974211,0.031218188,0.002205633,0.073634204,0.0,0.0,0.0,0.646420088,0.0,0.0,0.0,0.011367492,0.0,0.0,0.0,0.0,0.196640652,0.0,0.013233797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,RPRC0540025,7,0.000334672,0.125669344,0.0,0.001171352,0.8708166,0.000502008,0.000669344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,RPRC0540027,1,0.156950673,0.002690583,0.011858495,0.003986049,0.054010962,0.0,0.0,0.0,0.0,0.0,0.393124066,0.0,0.0,0.0,0.206078724,0.0,0.0,0.0,0.0,0.0,0.008071749,0.030692576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,RPRC0540027,2,0.183655406,0.341200767,0.000147514,0.07405222,0.007523234,0.03230565,0.0,0.0,0.0,0.0,0.135713232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017996755,0.196636672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,RPRC0540027,3,0.328080077,0.004791822,0.07858588,0.00841231,0.01512086,0.004259397,0.0,0.0,0.0,0.0,0.352891066,0.0,0.0,0.0,0.02353317,0.0,0.0,0.0,0.0,0.0,0.000106485,0.120327974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,RPRC0540027,4,0.012810354,0.001584786,0.000132066,0.017168516,0.196645536,0.0,0.0,0.0,0.0,0.0,0.643291072,0.0,0.0,0.0,0.00911252,0.0,0.0,0.0,0.0,0.0,0.004094031,0.03262018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,RPRC0540027,5,0.376019434,0.001041124,0.039389207,0.011452369,0.001388166,0.0,0.0,0.0,0.0,0.0,0.079472497,0.0,0.0,0.0,0.031407253,0.0,0.0,0.0,0.0,0.0,0.340100642,0.029325004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,RPRC0540027,6,0.106668322,0.001018254,0.036185273,0.004495219,0.064845399,0.000149013,0.0,0.0,0.0,0.0,0.625853719,0.0,0.0,0.0,0.019719359,0.0,0.0,0.0,0.0,0.0,0.000322861,0.077511486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,RPRC0540027,7,0.30891367,0.005686434,0.024961229,0.003175541,0.048445462,0.009378923,0.0,0.0,0.0,0.0,0.395391773,0.0,0.0,0.0,0.022967285,0.0,0.0,0.0,0.0,0.0,0.001846245,0.112620929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,RPRC0540028,1,0.065510432,0.440383177,1.23e-05,0.411092985,0.001888898,0.03824406,0.0,0.0,0.0,0.0,0.007751843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020630696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,RPRC0540028,2,0.445256953,0.164603885,0.07211295,0.031964673,0.060992161,0.007393603,0.0,0.0,0.0,0.01008771,0.089695546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030769542,0.0,0.0,0.001235643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,RPRC0540028,3,0.046179385,0.087353489,0.097992857,0.028962724,0.144914231,0.106934453,0.0,0.0,0.0,0.027252377,0.220622265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095968107,0.0,0.0,0.067546154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,RPRC0540028,4,0.290611296,0.033615073,0.222717149,0.093707203,0.004675677,0.073399826,0.0,0.0,0.0,0.008300018,0.055098286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074990662,0.0,0.0,0.033573573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,RPRC0540028,5,0.323024486,0.002237417,0.324425486,0.038485666,0.000731865,1.05e-05,0.0,0.0,0.0,0.028877318,0.075256676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005060327,0.0,0.0,0.01614286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,RPRC0540028,6,0.2287972,0.097999242,0.153728193,0.048458388,0.041205867,0.029839975,0.0,0.0,0.0,0.02630392,0.1331433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092298255,0.0,0.0,0.025726605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,RPRC0540028,7,0.001092848,0.062204931,0.000641138,0.230051874,0.098968351,0.040901673,0.0,0.0,0.0,0.060281518,0.443288454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011569622,0.0,0.0,0.02309553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,RPRC0540031,1,0.290656181,0.02095256,0.313884438,0.042726526,8.08e-05,4.04e-05,0.163998223,0.0,0.0,0.0,0.038202066,0.0,0.0,0.003797315,0.018811521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,RPRC0540031,2,9.68e-05,0.750820148,3.63e-05,0.005762224,0.0,0.23718329,0.001162129,0.0,0.0,0.0,0.000266321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,RPRC0540031,3,0.000724274,0.398072316,2.23e-05,0.379374896,0.051980612,0.116842164,5.57e-05,0.0,0.0,0.0,1.11e-05,0.0,0.0,0.014362917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,RPRC0540031,4,0.072026589,0.007981231,0.019378062,0.112967776,0.000747522,0.00069002,0.172482002,0.0,0.0,0.0,0.142868643,0.0,0.0,0.008832256,0.278009062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,RPRC0540031,5,0.32835947,0.000408232,0.254469439,0.049776176,0.000183001,1.41e-05,0.092795405,0.0,0.0,0.0,0.017666601,0.0,0.0,0.005743405,0.039654833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,RPRC0540031,6,0.076011062,0.267604773,4.58e-05,0.451788361,0.075644375,0.013536844,9.17e-05,0.0,0.0,0.0,0.000458358,0.0,0.0,0.016699516,1.53e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,RPRC0540031,7,0.004060162,0.073478716,0.048211231,0.422307908,0.118370317,0.000587319,0.006779704,0.0,0.0,0.0,0.232080386,0.0,0.0,0.047011057,0.001238477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,RPRC0540032,1,2.89e-05,0.830913403,0.002043925,0.0,0.0,0.06528991,0.0,0.0,0.0,0.0,0.0,0.091051079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,RPRC0540032,2,0.0,0.72393297,0.00011458,1.43e-05,0.0,0.257519335,0.0,0.0,0.0,0.0,0.0,0.013391578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,RPRC0540032,3,0.000323249,0.581584398,0.249619883,0.002154992,0.0,0.158810923,0.0,0.0,0.0,0.0,7.18e-05,0.002071187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,RPRC0540032,4,0.0,0.887293332,0.000407514,0.066793449,0.0,0.039858729,0.0,0.0,0.0,0.0,0.0,5.82e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,RPRC0540032,5,0.053365113,0.581380787,0.001232124,0.261210309,0.0,0.073786055,0.0,0.0,0.0,0.012604024,6.06e-05,0.000403975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,RPRC0540032,6,0.359333539,0.148164147,0.040759025,0.367864857,0.0,0.013128664,0.0,0.0,0.0,0.017941993,0.000107991,0.000539957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,RPRC0540032,7,0.187937294,0.053151815,0.101732673,0.601633663,0.0,0.020940594,0.0,0.0,0.0,0.000957096,0.000132013,0.000363036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000148515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,RPRC0540035,1,0.000538479,0.000157056,0.000190711,0.002030514,0.0,0.0,0.000717972,5.61e-05,0.0,0.0,0.00145838,0.979459278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000908683,0.0,0.000123401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
