SampleID,k__Bacteria|Other|Other,k__Bacteria|p__Acidobacteria|c__Acidobacteria-6,k__Bacteria|p__Acidobacteria|c__Acidobacteriia,k__Bacteria|p__Acidobacteria|c__Solibacteres,k__Bacteria|p__Acidobacteria|c__Sva0725,k__Bacteria|p__Acidobacteria|c__[Chloracidobacteria],k__Bacteria|p__Actinobacteria|c__Acidimicrobiia,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Actinobacteria|c__Coriobacteriia,k__Bacteria|p__Actinobacteria|c__MB-A2-108,k__Bacteria|p__Actinobacteria|c__Nitriliruptoria,k__Bacteria|p__Actinobacteria|c__OPB41,k__Bacteria|p__Actinobacteria|c__Thermoleophilia,k__Bacteria|p__Armatimonadetes|c__,k__Bacteria|p__Bacteroidetes|Other,k__Bacteria|p__Bacteroidetes|c__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Cytophagia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia,k__Bacteria|p__Bacteroidetes|c__VC2_1_Bac22,k__Bacteria|p__Bacteroidetes|c__[Rhodothermi],k__Bacteria|p__Bacteroidetes|c__[Saprospirae],k__Bacteria|p__Chlorobi|c__OPB56,k__Bacteria|p__Chloroflexi|c__Anaerolineae,k__Bacteria|p__Chloroflexi|c__C0119,k__Bacteria|p__Chloroflexi|c__Ktedonobacteria,k__Bacteria|p__Chloroflexi|c__S085,k__Bacteria|p__Chloroflexi|c__TK10,k__Bacteria|p__Chloroflexi|c__Thermomicrobia,k__Bacteria|p__Cyanobacteria|Other,k__Bacteria|p__Cyanobacteria|c__,k__Bacteria|p__Cyanobacteria|c__4C0d-2,k__Bacteria|p__Cyanobacteria|c__Chloroplast,k__Bacteria|p__Cyanobacteria|c__ML635J-21,k__Bacteria|p__Cyanobacteria|c__Nostocophycideae,k__Bacteria|p__Cyanobacteria|c__Oscillatoriophycideae,k__Bacteria|p__Cyanobacteria|c__Synechococcophycideae,k__Bacteria|p__Elusimicrobia|c__Elusimicrobia,k__Bacteria|p__FBP|c__,k__Bacteria|p__Firmicutes|Other,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichi,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Gemmatimonadetes|c__Gemm-1,k__Bacteria|p__Gemmatimonadetes|c__Gemm-3,k__Bacteria|p__Gemmatimonadetes|c__Gemm-5,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes,k__Bacteria|p__Nitrospirae|c__Nitrospira,k__Bacteria|p__Planctomycetes|c__Phycisphaerae,k__Bacteria|p__Planctomycetes|c__Planctomycetia,k__Bacteria|p__Proteobacteria|Other,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Proteobacteria|c__TA18,k__Bacteria|p__SR1|c__,k__Bacteria|p__Spirochaetes|c__Spirochaetes,k__Bacteria|p__Synergistetes|c__Synergistia,k__Bacteria|p__TM7|c__,k__Bacteria|p__TM7|c__TM7-1,k__Bacteria|p__TM7|c__TM7-3,k__Bacteria|p__Tenericutes|c__Mollicutes,k__Bacteria|p__Verrucomicrobia|c__Opitutae,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Bacteria|p__WPS-2|c__,k__Bacteria|p__WS3|c__PRR-12,k__Bacteria|p__[Thermi]|c__Deinococci
C160SPL3.04,0,0,0,0,0,0,0.000790506,0.085622309,0,0,0,0,0,0,0,0,0.000914321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053021067,0.00219056,0,0,0,0,0,0,0,0,0,0,0.000323822,0.027924873,0,0,0.828964913,0,0,0,0,0,0,0,0,0,0,0,0,0.000247628
D160WGZB.04,0,0,0,0,0,0,0,0.088350403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816945793,0.006150093,0,0,0,0,0,0,0,0,0,0,0,0.000114361,0,0,0.08843935,0,0,0,0,0,0,0,0,0,0,0,0,0
G160T0HF.04,0,0,0,0,0,0,0,0.515773873,0,0,0,0,0,0,0,0,0.000544448,0,6.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458153111,0.001482109,0,0,0,0,0,0,0,0,0,0,0.000574695,0.02298781,0,0.000241977,0,0,0,0,0,0,0,3.02E-05,0,0,0,0,0,0.000151236
G160SR83.04,0,0,0,0,0,0,0,0.384825321,0,0,0,0,0,0,0,0,1.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615106732,5.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E160T9NN.04,0,0,0,0,0,0,0,0.067852223,0.000100787,0,0,0,0,0,0,0,0.003695533,0,0.000582326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899649484,0.021624467,0,0.000246369,0,0,0,0,0,0,0,0,1.12E-05,0.003706731,0,0.002340504,0.000190376,0,0,0,0,0,0,0,0,0,0,0,0,0
H160W3YD.04,0,0,0,0,0,0,0,0.008009958,0,0,0,0,0,0,0,0,0.024029875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003662211,0,0,0,0,0,0,0,0.169508037,0.012375746,0,0,0,0,0,0,0,0,0,0,0.005015244,0.757031264,0,0,0.020367664,0,0,0,0,0,0,0,0,0,0,0,0,0
A160VFYG.04,0,0,0,0,0,0,0,0.519736341,0.002237749,0,0,0,0,0,0,0,0.006439238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140445419,0.017764991,0.001628838,0,0,0,0,0,0,0,0,0,0,0.294195552,0,0,0.017551872,0,0,0,0,0,0,0,0,0,0,0,0,0
J160SQ13.04,0,0,0,0,0,0,0,0.259785178,0,0,0,0,0,0,0,0,0,0,1.74E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738807008,0,0,0,0,0,0,0,0,0,0,0,0,0.000243326,0,0,0.001147108,0,0,0,0,0,0,0,0,0,0,0,0,0
E160SMFN.04,0,0,0,0,0,0,0,0.444532228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555457512,0,0,0,0,0,0,0,0,0,0,0,1.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F160SNGB.04,0,0,0,0,0,0,0,0.468495399,0,0,0,0,0,0,0,0,2.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519570951,4.69E-05,0,0,0,0,0,0,0,0,0,0,0,0.002543813,0,0,0.009319501,0,0,0,0,0,0,0,0,0,0,0,0,0
D160STSX.04,0,0,0,0,0,0,0,0.541707968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45263693,2.54E-05,0,0,0,0,0,0,0,0,0,0,0,0.002630576,0,0,0.00299911,0,0,0,0,0,0,0,0,0,0,0,0,0
C160SKNW.04,0,0,0,0,0,0,0,0.030430365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969500749,0,0,0,0,0,0,0,0,0,0,0,5.17E-05,1.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A160SPVJ.04,0,0,0,0,0,0,0,0.519916197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472156122,0,0,0,0,0,0,0,0,0,0,0,2.59E-05,3.88E-05,0,0,0.007863018,0,0,0,0,0,0,0,0,0,0,0,0,0
D160SNK1.04,0,0,0,0,0,0,0,0.434956065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500795374,2.52E-05,0,0,0,0,0,0,0,0,0,0,0,6.31E-05,0,0,0.064160186,0,0,0,0,0,0,0,0,0,0,0,0,0
E160SNX9.04,0,0,0,0,0,0,0,0.398235898,0,0,0,0,0,0,0,0,1.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600097632,1.68E-05,0,0,0,0,0,0,0,0,0,0,0,0.001531806,0,0,0.000100998,0,0,0,0,0,0,0,0,0,0,0,0,0
B160SQ2J.04,0,0,0,0,0,0,9.67E-06,0.19131225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790917792,0,0,0,0,0,0,0,0,0,0,0,0.001073158,0.000618758,0,0,0.016068373,0,0,0,0,0,0,0,0,0,0,0,0,0
G160SS5P.04,0,0,0,0,0,0,0,0.742434752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257525614,0,0,0,0,0,0,0,0,0,0,0,0,3.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C160SLRM.04,0,0,0,0,0,0,0,0.801092667,0,0,0,0,0,0,0,0,0.018281152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41E-05,0,0,0,0,0,0,0,0.122588779,0.039504097,0,0.011767178,0,0,0,0,0,0,0,0,0.005127128,4.20E-05,0,0,0.001512923,0,0,0,0,0,0,0,0,0,0,0,0,0
J160TF03.04,0,0,0,0,0,0,0,0.020430824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877193,0,0,0,0,0,0,0,0,0,0,0.000888297,0,0,0,0,0,0,0,0.923717522,0,0,0,0,0,0,0,0,0,0,0,0.032311792,0.000444148,0,0,0.013435487,0,0,0,0,0,0,0,0,0,0,0,0,0
B160WXG3.04,0.002498679,0,0,0,0,0,0,0.924895488,0,0,0,0,0,0,0,0,0,0,0.00246264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067596463,0,0,0,0,0,0,0,0,0,0,0,1.20E-05,2.40E-05,0,0,1.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.002498679
A160S8JY.04,0,0,0,0,0,0,0,0.01469592,0,0,0,0,0,0,0,0,2.07E-05,0,2.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91E-06,0,0,0,0,0,0,0,0.979096678,3.46E-05,0,0,0,0,0,0,0,0,0,0,0,0.000801847,0,0,0.005315693,0,0,0,0,0,0,0,0,0,0,0,0,0
J160TK82.04,0,0,0,0,0,0,0,0.025901221,0,0,0,0,0,0,0,0,0.024481976,0,0.006599489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700184502,0.038177689,0,7.10E-05,0,0,0,0,0,0,0,0,0.006741414,0.181450468,0,0,0.016392279,0,0,0,0,0,0,0,0,0,0,0,0,0
J160WXF6.04,0,0,0,0,0,0,0,0.483919222,0,0,0,0,0,0,0,0,0.022438295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288612565,0.091529544,0,0.000186986,0,0,0,0,0,0,0,0,0.017857143,0.063855647,0,0,0.030198205,0,0,0,0,0,0,0.001402393,0,0,0,0,0,0
G160T4B4.04,0,0,0,0,0,0,0,0.932478237,0,0,0,0,0,0,0,0,0.000453788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85E-05,0,0,0,0,0,0,0,0.037969994,0.000305612,0,0,0,0,0,0,0,0,0,0,0,0.028755325,0,0,1.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
J160T222.04,0,0,0,0,0,0,0,0.841313606,0,0,0,0,0,0,0,0,1.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120796025,0.000163791,0,0,0,0,0,0,0,0,0,0,4.09E-05,0.00017744,0,0,0.03749454,0,0,0,0,0,0,0,0,0,0,0,0,0
C160SMP3.04,0,0,0,0,0,0,0,0.007340123,0,0,0,0,0,0,0,0,1.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992439673,1.84E-05,0,0,0,0,0,0,0,0,0,0,0,0.000165153,0,0,1.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
E160SJ5D.04,0,0,0,0,0,0,0.000575358,0.128003507,0,0,0,0,5.48E-05,0,0,0,0.005150826,0.000246582,0.001287707,0,0,0,0.000438368,0,0,0,0,0,0,0,0,0,0,0.002191841,0,0,0,0,0,0,0,0.587111976,0.004191896,0.000109592,0.001369901,0,0,0,0,0,0,0,0,0.005013836,0.002794597,0,0,0.261185238,0,0,0,0,0,0,5.48E-05,2.74E-05,0,0,0,0,0.000191786
E160T0R0.04,0,0,0,0,0,0,0,0.003269277,0.000478431,0,0,0,0,0,0,0,0.001395423,0,0.005741169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159477,0,0,0,0,0,0.001076469,0,0.864325014,0.022406507,0,0.000199346,0,0,0,0,0,0,0,0,0.022366637,0.077266566,0,0,0.001315685,0,0,0,0,0,0,0,0,0,0,0,0,0
C160SXP0.04,0,0,0,0,0,0,0,0.252434368,0,0,0,0,0,0,0,0,0.01221957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376897375,0.009498807,0.000429594,0.000930788,0,0,0,0,0,0,0,0,0.000214797,0.000906921,0,0,0.34646778,0,0,0,0,0,0,0,0,0,0,0,0,0
G160TSNH.04,0,0,0,0,0,0,0,0.188074915,0,0,0,0,0,0,0,0,0.046200381,0,0.002403249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57657247,0.014212315,0.000372918,0.027968841,0,0,0,0,0,0,0,0,0,0.015745421,0,0.003066214,0.125383277,0,0,0,0,0,0,0,0,0,0,0,0,0
K160W0MQ.04,0,0,0,0,0,0,0.000410962,0.297870701,0,0,0,0,0,0,0,0,0.014075463,0,0.003133588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154111,0,0,0,0,0,0,0,0.483933938,0.009965839,0,0.002029127,0,0,0,0,0,0,0,0,0.001823646,0.009760358,0,0.000410962,0.17640562,0,0,0,0,0,0,2.57E-05,0,0,0,0,0,0
D160SK8Q.04,0,0,0,0,0,0,0,0.597497367,0.000401224,0,0,0,0,0,0,0,0.005566979,0,0.014744972,0,0,0,0.000300918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190180049,0.010155976,0,0.000827524,0,0,0,0,0,0,0,0,0.003285019,0.016776167,0,0,0.159110286,0,0,0,0,0,0,0.001153518,0,0,0,0,0,0
A160T2XJ.04,0,0,0,0,0,0,0,0.471738295,0,0,0,0,0,0,0,0,0.000118312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133987991,2.96E-05,0,0,0,0,0,0,0,0,0,0,0,2.96E-05,0,0,0.394096247,0,0,0,0,0,0,0,0,0,0,0,0,0
K160TVYH.04,0,0,0,0,0,0,0,0.432607182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005272058,0,0,0,0,0,0,0,0.230544779,0.008587818,0,0.001691038,0,0,0,0,0,0,0,0,0,0,0,0,0.320766604,0,0,0,0,0,0,0,0,0,0,0,0,0.000530522
H160VWG9.04,0,0,0,0,0,0,0,0.077806576,0,0,0,0,0,0,0,0,0,0,0.035193373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216826752,0.001143467,0,0,0,0,0,0,0,0,0,0,0,0.007928038,0,0,0.661101794,0,0,0,0,0,0,0,0,0,0,0,0,0
J160STZ7.04,0,0,0,0,0,0,0,0.011655621,0,0,0,0,0,0,0,0,0.020462737,0,0.001976514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519881409,0.038396698,0,0,0,0,0,0,0,0,0,0,2.91E-05,0.000435996,0,0,0.407161958,0,0,0,0,0,0,0,0,0,0,0,0,0
D160TYWT.04,0,0,0,0,0,0,0,9.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002951213,0,0,0,0,0,0,0,0.151987457,0.00033816,0,0,0,0,0,0,0,0,0,0,0,0.004150143,0,0,0.840480802,0,0,0,0,0,0,0,0,0,0,0,0,0
G160SSZ3.04,0,0,0,0,0,0,0,0.60620634,0,0,0,0,0,0,0,0,0.000772282,0,0.001614772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21834521,0.005476182,0,0,0,0,0,0,0,0,0,0,0.000526556,3.51E-05,0,0.000702075,0.16632148,0,0,0,0,0,0,0,0,0,0,0,0,0
A160VBPZ.04,0,0,0,0,0,0,9.16E-05,0.12582478,0,0,0,0,0,0,0,0,3.05E-05,0,0.000336022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296248778,0,0,0,0,0,0,0,0,0,0,0,0.002107771,0.003085288,0,0,0.557612414,0,0,0,0,0,0,0.012218964,0,0,0,0,0,0.002443793
E160SLNC.04,0,0,0,0,0,0,0,0.028743245,0.000105966,0,0,0,0,0,0,0,0.005377768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011656247,0,0,0,0,0,0,0,0.79794956,0.005801632,0.000397372,0.000847727,0,0,0,0,0,0,0,0,0.001668963,0.005165837,0,2.65E-05,0.142259193,0,0,0,0,0,0,0,0,0,0,0,0,0
K160VBQW.04,0,0,0,0,0,0,0,0.002104617,0,0,0,0,0,0,0,0,0.00149077,0,0.000701539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871267593,0.000701539,0,0.003770772,0,0,0,0,0,0,0,0,0.000131539,0.000613847,0,0,0.119173938,0,0,0,0,0,0,0,0,0,0,0,0,4.38E-05
J160VTF4.04,0,0,0,0,0,0,0,0.002840045,0,0,0,0,0,0,0,0,0.007708693,0,0.004006492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025002536,0,0,0,0,0,0,0,0,0,0,0,0.001952531,0,0,0,0.958489705,0,0,0,0,0,0,0,0,0,0,0,0,0
F160SZDV.04,0,0,0,0,0,0,0,0.50911212,0,0,0,0,0,0,0,0,0.004414176,0,0.001576491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000630597,0,0,0,0,0,0,0,0.226131921,0.007409509,0,0.004382646,0,0,0,0,0,0,0,0,0.001261193,0.003436751,0,0,0.241644596,0,0,0,0,0,0,0,0,0,0,0,0,0
E160V5RF.04,0,0,0,0,0,0,0,0.360144131,0,0,0,0,0,0,0,0,0.002198608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11E-05,0,0,0,0,0,0,0,0.439690973,0.001557347,0,0.001160376,0,0,0,0,0,0,0,0,0.001343594,0.000427507,0,0,0.193416392,0,0,0,0,0,0,0,0,0,0,0,0,0
H160SS0K.04,0,0,0,0,0,0,0,0.133746404,0,0,0,0,0,0,0,0,0.016419562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352600133,0.005974773,0,0.00274397,0,0,0,0,0,0,0,0,0,8.85E-05,0,0.006550122,0.481876521,0,0,0,0,0,0,0,0,0,0,0,0,0
C160TB7F.04,0,0,0,0,0,0,0,0.064290933,0,0,0,0,0,0,0,0,0.001664096,0,0.000162351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886638526,0.001461158,0,0.000162351,0,0,0,0,0,0,0,0,0,0.001095868,0,0.000243526,0.044078253,0,0,0,0,0,0,0.000202939,0,0,0,0,0,0
A160SKXQ.04,0,0,0,0,0,0,0,0.241791909,0,0,0,0,0,0,0,0,0.005837937,0,0,0,0,0,0.000265361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000313608,0,0,0,0.107302246,0.006368658,0,0.000868453,0,0,0,0,0,0,0,0,0.000361856,0.108146576,0,0,0.528743396,0,0,0,0,0,0,0,0,0,0,0,0,0
E160V9MZ.04,0,0,0,0,0,0,0,0.202060101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09516575,0.003858892,0,0,0,0,0,0,0,0,0,0,0.001185014,0.002278873,0,0,0.695451369,0,0,0,0,0,0,0,0,0,0,0,0,0
A160SPB0.04,0.006246246,0,0,0,0,0,0,0.015855856,0,0,0,0,0,0,0,0,0.005105105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390510511,0.012192192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57009009,0,0,0,0,0,0,0,0,0,0,0,0,0
G160T1BP.04,0,0,0,0,0,0,0,0.088272807,0,0,0,0,0.004363295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057998255,6.71E-05,0,6.71E-05,0,0,0,0,0,0,0,0,0.002953615,0,0,0,0.846277774,0,0,0,0,0,0,0,0,0,0,0,0,0
K160T0Z4.04,0,0,0,0,0,0,0,0.720435584,0,0,0,0,0,0,0,0,0.00790648,0,0.008221769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116705471,0.003807722,0,0.001721964,0,0,0,0,0,0,0,0,2.43E-05,0,0,0,0.141176756,0,0,0,0,0,0,0,0,0,0,0,0,0
A160STCL.04,0,0,0,0,0,0,0,0.665380097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099429434,0.006628629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228561839,0,0,0,0,0,0,0,0,0,0,0,0,0
J160SKQT.04,0,0,0,0,0,0,0,0.293362743,0.001604171,0,0,0,0,0,0,0,0.023435933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287196711,0.013535191,0,0.005815119,0,0,0,0,0,0,0,0,0.000827151,0.282233808,0,0,0.091663325,0,0,0,0,0,0,0.000325847,0,0,0,0,0,0
B160TN52.04,0,0,0,0,0,0,0,0.701655942,0,0,0,0,0,0,0,0,0.000884389,0,0.00103687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18255009,0.000945381,0,0.000365954,0,0,0,0,0,0,0,0,0.000670916,0.000701412,0,0,0.111189046,0,0,0,0,0,0,0,0,0,0,0,0,0
K160TYXQ.04,0,0,0,0,0,0,0,0.326499112,0,0,0,0,0,0,0,0,0.000815447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145616,0,0,0,0,0,0,0,0.183679413,0.000524216,0,2.91E-05,0,0,0,0,0,0,0,0,0.000524216,0.000145616,0,0,0.487637243,0,0,0,0,0,0,0,0,0,0,0,0,0
H160T71D.04,0,0,0,0,0,0.000782072,0,0.114964656,0,0,0,0,0,0,0,0,0.001864942,0,0.002436457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165769289,0.003278689,0,0.001413746,0,0,0,0,0,0,0,0,0.000150399,0.000601594,0,0,0.708738156,0,0,0,0,0,0,0,0,0,0,0,0,0
F160TCM2.04,0,0,0,0,0,0,0,0.605545787,0,0,0,0,0,0,0,0,0.00816989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2294603,0.015447045,0,0.008602732,0,0,0,0,0,0,0,0,0.001352631,0.003192209,0,0,0.128229406,0,0,0,0,0,0,0,0,0,0,0,0,0
J160SN66.04,0,0,0,0,0,0,0,0.599203849,0,0,0,0,0,0,0,0,0.010080761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326393264,0.017555416,0,2.86E-05,0,0,0,0,0,0,0,0,0.000887794,0.003522539,0,0.002892491,0.039435248,0,0,0,0,0,0,0,0,0,0,0,0,0
K160VDLY.04,0,0,0,0,0,0,0,0.601161277,0,0,0,0,0,0,0,0,0.00800881,0,0.017669436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163229553,0.009860847,0,0.014966463,0,0,0,0,0,0,0,0,0.01276404,0.02888177,0,0,0.143457804,0,0,0,0,0,0,0,0,0,0,0,0,0
H160TFN2.04,0,0,0,0,0,0,0,0.457001669,0,0,0,0,0,0,0,0,0.001411886,0.000930561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398921833,0.025446027,0,0.001861122,0,0,0,0,0,0,0,0,0,0,0,0,0.114426903,0,0,0,0,0,0,0,0,0,0,0,0,0
J160VGB9.04,0,0,0,0,0,0,0,0.012792823,0,0,0,0,0,0,0,0,0.002104447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463753669,0.022816636,0,0.000332281,0,0,0,0,0,0,0,0,0.166805117,0.032397408,0,0,0.298997619,0,0,0,0,0,0,0,0,0,0,0,0,0
C160SJDX.04,0,0,0,0,0,0,0,0.773747277,0,0,0,0,2.18E-05,0,0,0,0.016884532,0,2.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022592593,0,0,0,0,0,0,0,0.038801743,0.00043573,0,0,0,0,0,0,0,0,0,0,0,0.000718954,0,0,0.146775599,0,0,0,0,0,0,0,0,0,0,0,0,0
F160T1ZC.04,0,0,0,0,0,0,0,0.86140262,0,0,0,0,0,0,0,0,0.002207426,0,0.000361873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091553883,0.001121806,7.24E-05,0.000796121,0,0,0,0,0,0,0,0,0.000506622,0.005319534,0,0.000325686,0.03586162,0,0,0,0,0,0,0.000144749,0,0,0,0,0,0.000325686
A160SQ5Y.04,0,0,0,0,0,0,0,0.004706145,0,0,0,0,0,0,0,0,0.012066466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089952046,0.031314821,0,0,0,0,0,0,0,0,0,0,0.001583584,0,0,0,0.860376938,0,0,0,0,0,0,0,0,0,0,0,0,0
G160SWXG.04,0,0,0,0,0,0,0,0.069159888,0,0,0,0,0,0,0,0,0.033617984,0,0.002463969,0.000877578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002396463,0,0,0,0,0,0,0,0.774833766,0.016707733,0,0,0,0,0,0,0,0,0,0,0.001552638,0.015965167,0,0,0.082357309,0,0,0,0,0,0,6.75E-05,0,0,0,0,0,0
