,Experiments,Time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae],k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__[Weeksellaceae],k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Mycobacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae
77,RPRC0530022,1,0.784089115,0.0,0.0,0.030225419,0.015314446,0.034716253,0.0,0.054170687,0.0,0.0,0.0,0.000280677,0.036803789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,RPRC0530022,2,0.387881729,0.0,0.0,0.049811085,0.018406184,0.024229609,0.0,0.009116434,0.0,0.0,0.134354744,0.003535651,0.008804465,0.0,0.0,0.0,0.0,0.0,0.0,0.000381296,0.106520157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,RPRC0530022,3,0.669274743,0.0,0.0,0.192967293,0.013783378,0.068037423,0.0,0.000879467,0.0,0.0,9.1e-05,3.03e-05,0.018726592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,RPRC0530022,4,0.643317939,0.0,0.0,0.103123215,0.039611503,0.012473815,0.0,0.047907541,0.0,0.0,0.012830889,0.069736717,0.043836888,0.0,0.0,0.0,0.0,0.0,0.0,3.57e-05,1.19e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,RPRC0530022,5,0.995970469,0.0,0.0,1.41e-05,0.0,1.41e-05,0.0,0.001831605,0.0,0.0,0.001408927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,RPRC0530022,6,0.740593313,0.0,0.0,0.111015671,0.017200201,0.061070142,0.0,0.001927428,0.0,0.0,0.0,2.1e-05,0.007625911,0.0,0.0,0.0,0.0,0.0,0.0,4.19e-05,0.000565658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,RPRC0530022,7,0.694875036,0.0,0.0,0.230279644,0.04344355,0.0099572,0.0,0.000620939,0.0,0.0,2.22e-05,0.000133058,4.44e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002461579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,RPRC0530024,1,0.399289787,0.0,0.0,0.092208147,0.034520436,0.023679448,0.112507256,0.050927032,0.0,0.070577389,0.0,0.001160925,0.071618807,0.0,0.0,0.0,0.0,0.0,0.066036125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,RPRC0530024,2,0.826124302,0.0,0.0,0.009959711,0.056322474,0.000613535,0.007648731,0.041474937,0.0,0.002638199,0.0,0.032803648,0.0,0.0,0.0,0.0,0.0,0.0,0.004540156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,RPRC0530024,3,0.859614586,0.0,0.0,0.068162594,0.000230695,0.001968595,6.15e-05,0.023269405,0.0,0.003352763,0.0,0.007305332,0.0,0.0,0.0,0.0,0.0,0.0,0.003075929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,RPRC0530024,4,0.908060453,0.0,0.0,0.040602135,4e-05,0.001519331,0.000359842,0.030506577,0.0,0.009675743,0.0,0.00033985,0.0,0.0,0.0,0.0,0.0,0.0,0.00033985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,RPRC0530024,5,0.722235503,0.0,0.0,0.072196988,0.041517252,0.008553138,0.021223471,0.049193827,0.0,0.00302813,0.0,0.044651632,0.015725025,0.0,0.0,0.0,0.0,0.0,0.003984381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,RPRC0530024,6,0.160210712,0.0,0.0,0.0,0.000567788,0.0,0.006024856,0.723550565,0.0,0.0,0.0,0.000662419,3.15e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,RPRC0530024,7,0.712433525,0.0,0.0,0.099591263,0.055201512,0.034852547,0.003911572,0.00523008,0.0,0.031292577,0.0,0.002637015,0.002373313,0.0,0.0,0.0,0.0,0.0,0.034852547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,RPRC0530025,1,0.834785693,0.0,0.0,0.017343871,0.000135103,0.0,0.0,8.44e-05,0.0,0.001097713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115682102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,RPRC0530025,2,0.926331881,0.0,0.0,0.070473133,0.0,0.0,0.0,3.06e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,RPRC0530025,3,0.970100651,0.0,0.0,3.7e-05,3.7e-05,0.0,3.7e-05,0.013950562,0.0,0.002997336,0.0,3.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,RPRC0530025,4,0.738977112,0.0,0.0,0.044978842,0.074964736,0.000932793,0.032511262,0.050279838,0.0,0.000887291,0.022318788,0.018769623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,RPRC0530025,5,0.75206553,0.0,0.0,0.057350928,0.081771399,0.009041122,0.00599594,0.019640244,0.0,0.029389547,0.028516123,0.004095652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,RPRC0530025,6,0.994129869,0.0,0.0,8.72e-05,0.0,0.0,0.0,1.45e-05,0.0,0.000958982,0.0,1.45e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,RPRC0530025,7,0.712976549,0.0,0.0,0.031353772,0.068962854,0.0,0.00779983,0.095683064,0.0,7.72e-05,0.044404973,0.022524262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,RPRC0530027,1,0.799310595,0.0,0.0,0.124564586,0.002177068,0.021516691,0.000145138,0.004680697,0.0,0.0,0.000580552,0.000544267,0.000399129,0.0,0.0,0.0,0.0,0.0,0.022859216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,RPRC0530027,2,0.686616208,0.0,0.0,0.103415174,0.053535167,0.015728263,0.000332287,0.02569688,0.0,0.0,0.024515414,0.022410929,0.030127377,0.0,0.0,0.0,0.0,0.0,0.005353517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,RPRC0530027,3,0.65037699,0.0,0.0,0.055012566,0.080703714,0.009773806,0.001023923,0.030484967,0.0,0.0,0.086056036,0.052266592,0.004886903,0.0,0.0,0.0,0.0,0.0,0.005212697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,RPRC0530027,4,0.761065182,0.0,0.0,0.070607244,0.052091564,0.041241612,0.000176901,0.016463623,0.0,0.0,0.000224075,0.013503473,0.001863361,0.0,0.0,0.0,0.0,0.0,0.017595792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,RPRC0530027,5,0.652292777,0.0,0.0,0.016564051,0.035448447,0.003239294,0.033197023,0.089069105,0.0,0.0,0.027223856,0.021227715,0.101474913,0.0,0.0,0.0,0.0,0.0,0.00062029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,RPRC0530027,6,0.658105315,0.0,0.0,0.200683544,0.000347912,0.001084665,0.035732558,0.055195137,0.0,0.0,0.0,0.00026605,0.0,0.0,0.0,0.0,0.0,0.0,0.000122792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,RPRC0530027,7,0.743854105,0.0,0.0,0.000294574,0.0,0.003508114,0.01226501,0.009560281,0.0,0.0,0.061378609,0.041909914,0.0,0.0,0.0,0.0,0.0,0.0,0.04102619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,RPRC0530034,1,0.85762915,0.000958888,7.19e-05,0.107395421,0.000575333,0.0,0.014527149,0.002541052,0.0,0.0,0.0,0.001438332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00098286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,RPRC0530034,2,0.849628844,0.009225875,0.028808766,0.106115235,0.0,0.0,0.0,0.00427713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00077766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,RPRC0530034,3,0.913142599,7.52e-05,0.000150316,0.07821425,0.000425894,0.0,0.002229682,0.001177473,0.0,0.0,0.0,0.001427999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000150316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,RPRC0530034,4,0.990394446,8.99e-05,2.25e-05,1.12e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.008920246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,RPRC0530034,5,0.908506782,5.09e-05,0.000112012,0.081483443,0.001435787,0.0,0.004541567,0.000834997,0.0,0.0,7.13e-05,0.000274938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000478596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,RPRC0530034,6,0.952415778,0.00011129,0.000556448,0.025644287,0.0,0.0,0.0,0.008728279,0.0,0.0,4.77e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002988919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,RPRC0530034,7,0.902391789,0.000137629,0.004846495,0.019110722,0.018953432,0.0,5.9e-05,0.026188768,0.0,0.0,0.003804449,0.009083491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,RPRC0530037,1,0.507082599,0.0,0.0,0.150145376,0.018247182,0.086695599,0.0,0.025451525,0.0,0.029476217,0.007247311,0.006803306,0.119723857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,RPRC0530037,2,0.534126772,0.0,0.0,0.057963284,0.088211762,0.025636752,0.0,0.038382895,0.0,0.027248078,0.100057785,0.058441125,0.006311953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,RPRC0530037,3,0.505602753,0.0,0.0,0.104020162,0.042477948,0.106418438,0.0,0.040675853,0.0,0.029754888,0.080823273,0.03750525,0.006056664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,RPRC0530037,4,0.461066791,0.0,0.0,0.030382755,0.069167445,0.003479589,0.0,0.127790036,0.0,0.001930748,0.095115845,0.108949334,0.029194602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000275821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,RPRC0530037,5,0.606937153,0.0,0.0,0.355675621,0.006065549,0.002726948,0.0,0.002650492,0.0,0.008282787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,RPRC0530037,6,0.538131984,0.0,0.0,0.020104782,0.029653909,0.003819651,0.0,0.024776112,0.0,0.003587375,0.028647379,0.006477921,0.00082587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291093504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,RPRC0530037,7,0.680677371,0.0,0.0,0.007826204,0.029618135,0.008365943,0.0,0.072797193,0.0,0.001956551,0.102820132,0.04560788,0.006139522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000809607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,RPRC0530038,1,0.819326729,0.0,0.010390892,0.010522422,0.079057914,0.0,0.013013276,0.056434708,0.0,0.0,0.0,0.0,0.003559538,0.0,0.00319783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000353488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,RPRC0530038,2,0.857995664,0.0,0.001605046,0.007321263,0.042040943,0.0,0.003181933,0.079407541,0.0,0.0,0.0,0.0,0.002337172,0.0,0.000422381,0.0,0.0,0.003012981,0.0,0.0,0.0,0.0,0.0,0.001773998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,RPRC0530038,3,0.952553095,0.0,0.000950496,0.013945806,0.000202565,0.0,0.000124655,0.015971454,0.0,0.0,0.0,0.0,0.0,0.0,0.000124655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007635134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,RPRC0530038,4,0.725401076,0.0,0.018819252,0.028572832,0.057735302,0.0,0.031029654,0.132766627,0.0,0.0,0.0,0.0,0.00041766,0.0,0.000466796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003586959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,RPRC0530038,5,0.855018024,0.0,0.0055739,0.031989337,0.032928418,0.0,0.003968374,0.066553573,0.0,0.0,0.0,0.0,6.06e-05,0.0,0.000151465,0.0,0.0,9.09e-05,0.0,0.0,0.0,0.0,0.0,0.00175699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,RPRC0530038,6,0.860082249,0.0,0.000485404,0.0602036,0.026063507,0.0,0.018350974,0.011366548,0.0,0.0,0.0,0.0,0.00973505,0.0,0.00039102,0.0,0.0,0.000256186,0.0,0.0,0.0,0.0,0.0,0.002211286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,RPRC0530038,7,0.967913074,0.0,0.001367341,0.003956172,0.0,0.0,0.0,0.017921278,0.0,0.0,0.0,0.0,0.0,0.0,0.000401087,0.0,0.0,1.82e-05,0.0,0.0,0.0,0.0,0.0,0.004138484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,RPRC0530046,1,0.927472809,0.0,0.0,0.062546385,0.0,0.0,0.0,0.000102367,0.0,0.004401791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,RPRC0530046,2,0.901942287,0.0,0.0,0.014279622,0.0,0.0,0.0,0.053319204,0.0,0.000865823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,RPRC0530046,3,0.653129199,0.0,0.0,5.68e-05,0.0,0.0,0.0,0.11990689,0.0,0.128631177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068034292,0.0,0.0,0.0,0.0,0.0,0.0,0.000548816,0.000889461,0.00032172,9.46e-05,0.000113548,0.0,0.0,0.0,0.0
129,RPRC0530046,4,0.968276245,0.0,0.0,0.022393239,0.0,0.0,0.0,0.000339291,0.0,0.003069046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,RPRC0530046,5,0.912497899,0.0,0.0,2.32e-05,0.0,0.0,0.0,0.052616021,0.0,0.016309923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006143752,0.0,0.0,0.0,0.0,0.0,0.0,0.000237636,0.000179676,4.06e-05,5.8e-05,9.85e-05,0.0,0.0,0.0,0.0
131,RPRC0530046,6,0.943644632,0.0,0.0,0.021255747,0.0,0.0,0.0,0.0001005,0.0,0.020602497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,RPRC0530046,7,0.285864934,0.0,0.0,0.000105454,0.0,0.0,0.0,0.0,0.0,0.000295271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207048551,0.183637744,0.094423588,0.074534947,0.071877505,0.0,0.0,0.0,0.0
133,RPRC0530053,1,0.954528158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,RPRC0530053,2,0.680386978,0.0,0.0,0.129210315,0.02661958,0.012938837,0.002344422,0.107991809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006439742,0.0,0.000445143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,RPRC0530053,3,0.690542428,0.0,0.0,0.068027752,0.043591811,0.035541122,0.004405737,0.039288269,0.0,0.0,0.06424654,0.0,0.016691837,0.0,0.0,0.0,0.0,0.0,0.005246006,0.0,0.000533685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,RPRC0530053,4,0.429932774,0.0,0.0,0.062009666,0.121034544,0.007749497,0.094472665,0.163615702,0.0,0.0,0.004395033,0.0,0.048975177,0.0,0.0,0.0,0.0,0.0,0.001903145,0.0,0.000205375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,RPRC0530053,5,0.913274239,0.0,0.0,0.066462391,0.0,0.000966659,1.82e-05,0.005033924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001313198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,RPRC0530053,6,0.808810703,0.0,0.0,0.016400336,1.56e-05,0.000428309,0.0,0.140625487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001861197,0.0,7.79e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,RPRC0530053,7,0.83621366,0.0,0.0,0.041222248,0.004092538,0.00144193,0.0,0.041179838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049089251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,RPRC0530056,1,0.999135615,0.0,0.0,0.000677491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,RPRC0530056,2,0.524248263,0.000210502,0.0,0.042974885,0.058568259,0.0,0.034295707,0.063895591,0.0,0.0,0.185112619,0.036028304,0.0,0.0,0.0,0.0,0.0,0.0,0.003853814,0.0,0.015334294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,RPRC0530056,3,0.221195277,0.000493372,0.0,0.009867447,0.001480117,0.0,0.000328915,0.001348551,0.0,0.0,0.000789396,0.000263132,0.0,0.0,0.0,0.0,0.0,0.0,0.00023024,0.0,0.632371805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,RPRC0530056,4,0.882158316,0.0,0.0,0.025225136,0.034578835,0.0,0.004527588,0.024578337,0.0,0.0,0.008358625,0.005895816,0.0,0.0,0.0,0.0,0.0,0.0,0.002263794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,RPRC0530056,5,0.152577163,0.357685875,0.0,0.0631747,0.022350616,0.0,0.000456135,0.000836248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085221225,0.0,7.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,RPRC0530056,6,0.723861154,0.000315798,0.0,0.065817522,0.058159425,0.0,0.042527435,0.036369378,0.0,0.0,0.01473723,0.038106266,0.0,0.0,0.0,0.0,0.0,0.0,0.001000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,RPRC0530056,7,0.372539709,0.0,0.0,0.111422398,0.056886441,0.0,0.072176452,0.047152117,0.0,0.0,0.09290344,0.059901707,0.0,0.0,0.0,0.0,0.0,0.0,0.048362972,0.0,9.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,RPRC0530072,1,0.999897463,0.0,0.0,7.6e-06,1.14e-05,1.9e-05,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,RPRC0530072,2,0.8869968,0.0,0.0,0.045262862,0.009317643,0.006760646,0.0,0.021299383,0.001593103,0.003507504,0.001057606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015944415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001151318,0.0,0.0,0.0
149,RPRC0530072,3,0.947748464,0.0,0.0,0.019879696,0.003847683,0.000949095,0.0,0.005553489,0.0,0.000371943,0.00011543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00598956,0.0,0.0,0.0
150,RPRC0530072,4,0.645592375,0.0,0.0,0.199063867,0.022691042,0.080453142,0.0,0.001119289,0.00868297,0.016178815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014381169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,RPRC0530072,5,0.805996606,0.0,0.0,0.116914954,0.009240053,0.034961343,0.0,0.004261739,0.00569489,0.002828588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003507449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002526872,0.0,0.0,0.0
152,RPRC0530072,6,0.827740646,0.0,0.0,0.058912699,0.016031604,0.017478582,0.0,0.003582995,0.001791497,0.004639519,0.011552861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000734973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044029491,0.0,0.0,0.0
