SampleID,k__Bacteria|Other|Other,k__Bacteria|p__Actinobacteria|Other,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Actinobacteria|c__Coriobacteriia,k__Bacteria|p__Actinobacteria|c__Thermoleophilia,k__Bacteria|p__Bacteroidetes|Other,k__Bacteria|p__Bacteroidetes|c__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Cytophagia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Cyanobacteria|c__4C0d-2,k__Bacteria|p__Cyanobacteria|c__Chloroplast,k__Bacteria|p__Cyanobacteria|c__Nostocophycideae,k__Bacteria|p__Firmicutes|Other,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichi,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Gemmatimonadetes|c__Gemm-1,k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria],k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Spirochaetes|c__[Brachyspirae],k__Bacteria|p__Synergistetes|c__Synergistia,k__Bacteria|p__TM7|c__TM7-3,k__Bacteria|p__Tenericutes|c__Mollicutes,k__Bacteria|p__Tenericutes|c__RF3,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Bacteria|p__WPS-2|c__,k__Bacteria|p__[Thermi]|c__Deinococci
A160R2B2.03,0,0,0.000163106,0,0,0,0,6.52E-05,0,0,0,0,0,0,0.211710977,0.281259175,0,3.26E-05,0,0,0,6.52E-05,0,0,0.506703637,0,0,0,0,0,0,0,0
H160Q0BT.03,0,0,0.188894588,0.001795332,0,0,0,0.079422074,0,0,0,0,0,0,0.037616483,0.685645892,0.005385996,0,0,0,0,0,0,0,0.001239634,0,0,0,0,0,0,0,0
F160R3X6.03,0,0,0.003627074,0,0,0,0,9.46E-05,0,0,0,0,0,0,0.33012679,0.481675393,0,0.001009273,0,0,0,3.15E-05,0,0,0.183435312,0,0,0,0,0,0,0,0
B160P4Q0.03,0,0,0.004737716,0,0,0,0,0.000146527,0,0,0,0,0,0,0.29012406,0.522125623,0,0.011868712,0,0,0,4.88E-05,0,0,0.170899678,0,0,0,0,0,0,0,4.88E-05
H160RLKZ.03,6.18E-05,0,0.351202622,0.057997898,0,0,0,0.117108762,0,0,0,0,0,0,0.001793112,0.455821431,0.001854943,0,0,0,0,0,0.000185494,6.18E-05,0.01366475,0,0,0.000247326,0,0,0,0,0
E160P61B.03,0,0,0.418646835,0,0,0,0,6.05E-05,0,0,0,0,0,0,0.249894189,0.299594897,6.05E-05,0,0,0,0,0.000120926,0,0.001209263,0.030292037,0,0,0,0,0,0,0,0.000120926
E160R7M5.03,3.45E-05,0,0.002520718,0,0,0,0,0,0,0,0,0,0,0,0.25894337,0.536222376,0,6.91E-05,0,0,0,0,0,0,0.202209945,0,0,0,0,0,0,0,0
J160R80G.03,0,0,0.222560644,0.001087784,0,0,0,0.355451612,0,0,0,0,0,0,0.069509409,0.339171108,0.000652671,0,0,0,0,7.25E-05,0,0,0.011494253,0,0,0,0,0,0,0,0
D160R5RN.03,0,0,0.0066957,0,0,0,0,0,0,0,0,0,0,0,0.081654872,0.816984213,0,0.001796407,0,0,0,0,0,0,0.092868808,0,0,0,0,0,0,0,0
H160QTS7.03,6.68E-05,0,0.026922306,0.003874674,0,0,0,0.002338166,0,0,0,0,0,0,0.06299686,0.813948828,0.016166745,0,0,0,0,0,0,0.00734852,0.066337097,0,0,0,0,0,0,0,0
E160Q0MY.03,0,0,0.087222724,0,0,0,0,0.016159791,0,0.008130081,0,0.000401485,0,0,0.151761518,0.040248921,0,0,0,0,0.108501455,0.377998595,0,0,0.202750176,0,0,0,0,0,0,0.004516712,0.002308542
D160QHRW.03,0,0,0.301067392,0.001203432,0,0,0,0,0,0,0,0,0,0,0.023336124,0.6023964,0.008633319,0,0,0,0,0,0,0,0.063363332,0,0,0,0,0,0,0,0
B160R737.03,0,0,0.208619472,0.001219434,0,0,0,0.277324947,0,0,0,0,0,0,0.200725242,0.297349336,6.42E-05,0.000320904,0,0,3.21E-05,0,0,0,0.014344394,0,0,0,0,0,0,0,0
J160RMG0.03,4.77E-05,0,0.195841877,0.006294407,0,0,0,0.271279386,0,0,0,0,0,0,0.011635115,0.420342378,0.00019074,0,0,0,4.77E-05,0.00019074,0,4.77E-05,0.093939249,0,0,0,0,0,0.000143055,0,0
B160QFTT.03,0.000102987,0,0.027960865,0.003759011,0,0,0,0.181977343,0,0,0,0,0,0,0.013027806,0.726776519,0.007209063,0,0,0,0,0,0.004325438,0.009217302,0.010762101,0,0,0,0,0,0.014881565,0,0
D160R96T.03,0.000458833,0,0.375528932,0.004690288,0,0,0,0.352434361,0,0,0,0,0,0,0.061126689,0.194697935,0.008768799,0,0,0,0,0,0,0.000152944,0.002141218,0,0,0,0,0,0,0,0
K160QV1Z.03,0,0,0.677662664,0.002340804,0,0,0,0.000130045,0,0,0,0,0,0,0.004551563,0.268195414,0.000173393,0,0,0,0,0,0,0,0.046946118,0,0,0,0,0,0,0,0
H160P6K3.03,0,0,0.008602571,4.89E-05,0,0,0,0.000488782,0,0,0,0,0,0,0.210078694,0.711520602,9.78E-05,0.000928687,0,0,0,0,0,4.89E-05,0.068185151,0,0,0,0,0,0,0,0
F160Q7YQ.03,4.65E-05,0,0.549276778,0,0,0,0,0,0,0,0,0,0,0,0.12855216,0.152365006,0.036742477,0,0,0,0,0,0,0,0.133017069,0,0,0,0,0,0,0,0
B160Q1XV.03,0,0,0.623424886,0.001452309,0,0,0,0.003203622,0,0,0,0,0,0,0.085899791,0.24838751,0,0,0,0,0,0,0,0.000982444,0.036649438,0,0,0,0,0,0,0,0
A160R34T.03,3.99E-05,0,0.000677993,0,0,0,0,0,0,0,0,0,0,0,0.197096594,0.18577012,0,0.001794688,0,0,7.98E-05,3.99E-05,0,0,0.614501077,0,0,0,0,0,0,0,0
D160QJW3.03,0,0,0.035509387,0.027463761,0,0,0,0.274433921,0,0,0,0,0,0,0.003123197,0.465458125,0.000101843,0,0,0,0,0.002036867,0,0.000237635,0.191635265,0,0,0,0,0,0,0,0
D160Q9SL.03,0.00025822,0,0.26523498,0.00154932,0,0,0,0.145377862,0,0,0,0,0,0,0.034515407,0.538474781,0,0,0,0,0,4.30E-05,0,0,0.014546394,0,0,0,0,0,0,0,0
K160QHJD.03,0,0,0.008271684,0.002854314,0,0,0,0.180287761,0,0,0,0,0,0,0.248907788,0.430535329,0.035242034,0.000349508,0,0,0,0.052018407,0,0.004194093,0.037339081,0,0,0,0,0,0,0,0
K160R055.03,0.000217136,0,0.021496504,0.0023885,0,0,0,0.319581361,0,0,0,0,0,0,0.025404959,0.60437747,0.002345073,0,0,0,0,0,0.000998827,0.001085682,0.022104486,0,0,0,0,0,0,0,0
E160Q8M9.03,5.13E-05,0,0.006520846,0.000872869,0,0,0,0.295697268,0,0,0,0,0,0,0.037533374,0.577120559,0.022283837,0.000410762,0,0,0,0.001180941,0,0.007188334,0.051139864,0,0,0,0,0,0,0,0
G160S96W.03,0.000170184,0,0.033242569,0.01316088,0,5.67E-05,0,0.041865214,0,0,0,0,0,0,0.006637168,0.88036079,0.002552757,0,0,0,0,0,0,0,0.012366689,0,0,0,0,0,0.009587021,0,0
E160R7QM.03,0,0,0.119640113,0,0,0,0,0,0,0,0,0,0,0,0.628215932,0.252094384,0,0,0,0,0,0,0,0,4.96E-05,0,0,0,0,0,0,0,0
E160P2XQ.03,0,0,0.057690327,0,0,0,0,0,0,0,0,0,0,0,0.942052127,5.15E-05,0,0,0,0,0.000154528,0,0,0,0,0,0,0,0,0,0,0,5.15E-05
J160P1F4.03,0,0,8.11E-05,0,0,0,0,0,0,0.000162186,0,0,0,0,0.999432348,0,0,0,0,0,0,0,0,0,0.000324373,0,0,0,0,0,0,0,0
F160QY4V.03,0.001012379,0,0.339745065,0.001334499,0,0,0,0,0,0,0,0,0,0,0.140490543,0.000598224,0,0,0,0,4.60E-05,9.20E-05,0,0,0.516681239,0,0,0,0,0,0,0,0
G160Q09X.03,3.56E-05,0,0.235015661,0.000925399,0,7.12E-05,0,0.021533314,0,0,0,0,0,0,0.091507688,0.546839408,0.009752278,0,0,0,0,0.00032033,0,0.000960991,0.093038155,0,0,0,0,0,0,0,0
B160PRG3.03,5.82E-05,0,0.272246132,0.001279516,0,0,0,5.82E-05,0,0,0,0,0,0,0.070315226,0.479236943,0,0.036815168,0,0,0.000290799,0,0,0,0.139699895,0,0,0,0,0,0,0,0
C160R9K4.03,0.000369853,0,0.025067806,0,0,0,0,0,0,0,0,0,0,0,0.467576231,0.231281335,0,0,0,0,0,0,0,0,0.275704775,0,0,0,0,0,0,0,0
E160PX75.03,6.04E-05,0,0.625944508,0.001269419,0,0,0,0.178020915,0,6.04E-05,0,0,0,0,0.039896029,0.042011727,0,0,0,0,0,0,0,0,0.112736505,0,0,0,0,0,0,0,0
K160RGBC.03,0,0,0.046433094,0,0.000295483,0,0,0.000802026,0,0,0,0.003503588,0,0,0.706585057,0.002363867,0,0,0,0,4.22E-05,0.000548755,0,0,0.239172647,0,0,0.000253271,0,0,0,0,0
B160PW46.03,0,0,0.000617347,0,0,0,0,0,0,0,0,0,0,0,0.997427719,0,0,0,0,0,0.000926021,0,0,0,0.000926021,0,0,0,0,0,0,0,0.000102891
D160R4RC.03,0,0,1.98E-05,0,0,0,0,0,0,0,0,0,0,0,0.999822075,3.95E-05,0,0,0,0,1.98E-05,9.88E-05,0,0,0,0,0,0,0,0,0,0,0
D160PMQN.03,0.000147037,0,0.021761506,0.021210116,0,0,0,0.177473901,0,0,0,0,0,0,0.055322747,0.691626231,0,0,0,0,7.35E-05,0.000477871,0,0.000330834,0.031576239,0,0,0,0,0,0,0,0
F160QMHR.03,0,0,0.099096494,0.01452837,0,0,0,0.204481388,0,0,0,0,0,0,0.002240694,0.630140947,0.006360679,0,0,0,0,0.000505963,0.001951572,0.015395735,0.012793639,0,0,0,0,0,0.012504518,0,0
B160QX2N.03,0,0,0.142230777,0.004705379,0,0,0,0.207678323,0,0,0,0,0,0,0.04421987,0.596299861,0,0,0,0,0,0.003689445,0,0.000427762,0.000748583,0,0,0,0,0,0,0,0
D160RHL3.03,0,0,0.492717731,0.060970576,0,0,0,0.123945987,0,0,0,0,0,0,0.005247951,0.301138039,0.003478979,0,0,0,0,0.000943452,0.001474144,0.001061383,0.009021758,0,0,0,0,0,0,0,0
K160R3NV.03,0.000242402,0,0.178589825,0.019634579,0,0,0,0.348816774,0,0,0,0,0,0,0.150107566,0.295912493,0.003363331,0,0,0,0,0,0,0,0.00333303,0,0,0,0,0,0,0,0
G160QYX6.03,0,0,0.343161634,0.003019538,0,0,0,0.312966252,0,0,0,0,0,0,0.029840142,0.301801573,0.000126871,0,0,0,0,2.54E-05,0,0,0.009058615,0,0,0,0,0,0,0,0
A160R2R8.03,0,0,0.167734029,0.002688172,0,3.95E-05,0,0.157179001,0,0,0,0,0,0,0.002688172,0.666389943,0.000158128,0,0,0,0,0,0,0,0.003123023,0,0,0,0,0,0,0,0
G160QN9S.03,0,0,0.213793499,0,0,0,0,0.103020558,0,0,0,0,0,0,0.208912369,0.466578615,0.000861376,0,0,0,0,0,0,0,0.006833582,0,0,0,0,0,0,0,0
A160QRCB.03,3.16E-05,0,0.014490461,0.001202265,0,0,0,0.20932072,0,0,0,0,0,0,0.019109691,0.707311671,0.005220363,0,0,0,3.16E-05,0,0.00329041,0.003258772,0.01736957,0,0,0,0,0,0.019362799,0,0
J160PYPB.03,0,0,0.011826409,0.009461127,0,0,0,0.344302756,0,0,0,0,0,0,0.00370218,0.593685726,0.001028383,0,0,0,0,0.006067462,0.00061703,0.00308515,0.026223776,0,0,0,0,0,0,0,0
B160R4CZ.03,0,0,0.021201413,0.006657988,0,0,0,0.173219267,0,0,0,0,0,0,0.319174261,0.47286591,3.72E-05,0,0,0,3.72E-05,0.006546401,0,0,0.000260368,0,0,0,0,0,0,0,0
B160S8L9.03,0,0,0.413815494,0.043004845,0,0,0,0.190899555,0,0,0,0,0,0,0.057339793,0.276259927,0,0,0,0,0,0.011188252,0,0,0.007492133,0,0,0,0,0,0,0,0
F160QQYT.03,0,0,0.221951714,0.000243457,0,8.12E-05,0,0.133130452,0,0,0,0,0,0,0.003530128,0.629052546,0,0,0,0,0,0,0.000892676,0.010346926,0.000770947,0,0,0,0,0,0,0,0
J160QXYH.03,0,0,0.025556723,0.007999187,0,0,0,0.257499237,0,0,0,0,0,0,0.032132326,0.668576077,3.39E-05,0,0,0,0,0,0,0.005321493,0.002881063,0,0,0,0,0,0,0,0
K160RHCC.03,0,0,0.012558953,0.000529914,0,0,0,0.460653913,0,0,0,0,0,0,0.05834349,0.444862487,0,0.014943564,0,0,0,0,0,0,0.008107678,0,0,0,0,0,0,0,0
K160QBKP.03,0,0,0.359200234,0.001973828,0,0,0,0.335404635,0,0,0,0,0,0,0.013195409,0.253673514,0.005263543,0,0,0,0,0,0,0,0.031288837,0,0,0,0,0,0,0,0
G160QNTX.03,0,0,0.749913948,0.00317436,0,0,0,0.080353387,0,0,0,0,0,0,0.009714308,0.118904654,0.00871993,0,0,0,0,0,0,0,0.029219413,0,0,0,0,0,0,0,0
E160QYBN.03,0.000124668,0,0.718957779,0.000664894,0,0,0,0.049700798,0,0,0,0,0,0,0.011261636,0.110663231,0.000831117,4.16E-05,0,0,0,4.16E-05,0,0,0.107712766,0,0,0,0,0,0,0,0
C160QD20.03,0,0,0.131116688,0.00476788,0,4.18E-05,0,0.226097867,0,0,0,0,0,0,0.001171058,0.633166039,0.000376412,0,0,0,0,0,0.001923881,0.000376412,0.000961941,0,0,0,0,0,0,0,0
H160PGYR.03,0,0,0.000166003,0,0,0,0,0,0.000132802,0,0,0,0.000132802,0,0.996115538,0,0,0,0,0,0.000166003,0.002390438,0,0,0.000896414,0,0,0,0,0,0,0,0
G160PY5D.03,0.000384714,0,0.098230315,0.006988972,0,0,0,0.450564247,0,0,0,0.000192357,0,0,0.057386509,0.345537317,0,0,0,0,0,0,0,0,0.040715568,0,0,0,0,0,0,0,0
C160R7PC.03,0,0,0.007027048,0,0,0,0,3.93E-05,0,0,0,0,0,0,0.062693833,0.084089035,0,0,0,0,0,0.000117772,0,0,0.846033055,0,0,0,0,0,0,0,0
E160T3M0.03,0,0,0.056542811,0.001174916,0,0,0,0.197826406,0,0,0,0,0,0,0.001542077,0.735497136,0.000367161,0,0,0,0,0,0,0,0.007049493,0,0,0,0,0,0,0,0
E160S9TP.03,8.83E-05,0,0.103894384,0.001412928,0,0,0,0.061020841,0,0,0,0,0,0,0.031261039,0.734192865,0.001677852,0,0,0,4.42E-05,0.043182621,0,0,0.023225009,0,0,0,0,0,0,0,0
K160R145.03,0,0,0.03987855,0.001221905,0,0,0,0.298107898,0,0,0,0,0,0,0.000370274,0.648979894,3.70E-05,0,0,0,0,0,0.002925168,0.007775762,0.000703521,0,0,0,0,0,0,0,0
J160QRJ5.03,0,0,0.000162001,0,0,0,0,0.99844479,0,0,0,0,0,0,0.000680404,6.48E-05,0,0,0,0,3.24E-05,0.000486003,0,0,0.000129601,0,0,0,0,0,0,0,0
A160PB7V.03,0,0,0.001904889,0,0,0,0,0.987133643,0,0,0,0,0,0,0.002406176,0.000601544,0,0,0,0,0.000100257,0.004043712,0,0,0.003809778,0,0,0,0,0,0,0,0
J160PQJC.03,0,0,0.430542226,0.001559501,0,0,0,0.106705854,0,0,0,0,0,0,0.140714971,0.027651152,0,0,0,0,0,0,0.000419866,0,0.29240643,0,0,0,0,0,0,0,0
F160R9MV.03,0,0,0.307792729,0.001338957,0,0,0,0.102764946,0,0,0,0,0,0,0.011046395,0.568621544,0,0,0,0,0,0,0,0,0.008435429,0,0,0,0,0,0,0,0
D160QZNF.03,7.82E-05,0,0.279093396,0.001641266,0,0,0,0.481711606,0,0,0,0,0,0,0.027471669,0.165924189,0,0,0,0,3.91E-05,0,0,7.82E-05,0.043962485,0,0,0,0,0,0,0,0
C160R50B.03,4.08E-05,0,0.330940241,0.007995105,0,0,0,0.179889863,0,0,0,0,0,0,0.047929839,0.226514379,0,0,0,0,0,0.015908627,0,0,0.190781154,0,0,0,0,0,0,0,0
F160RGPF.03,0.001015784,0,0.241170495,0.003047351,0,0,0,0.098452883,0,0,0,0,0,3.91E-05,0.082200344,0.510040631,0,0,0,0,0,0.008790436,0,0,0.055243007,0,0,0,0,0,0,0,0
F160P2W3.03,0,0,0.012817525,0,0,0,0,0,0,0,0,0,0,0,0.501806106,0.484852016,0,0,0,0,0,0.000116523,0,0,0.00040783,0,0,0,0,0,0,0,0
D160Q8LD.03,0,0,0.270196537,0,0,0,0,0.281665832,0,0,0,0,0,0,0.014086075,0.164022048,0.227325873,0,0,0,0,0,0,5.57E-05,0.042647959,0,0,0,0,0,0,0,0
J160QX58.03,0,0,0,0,0,0,0,3.80E-05,0,0,0,3.80E-05,0,0,0.194619652,0.099551638,0,0,0,0,0,0,0,0,0.705752717,0,0,0,0,0,0,0,0
J160QK9X.03,0,0,0.043971433,0,0,0,0,7.00E-05,0,0,0,0,0,0,0.919759137,0.022685898,0,0,0,0,0.000560146,0.004551183,0,0,0.007351911,0,0,0,0,0,0,0,0.001050273
G160QVBJ.03,0,0,0,2.82E-05,0,0,0,5.63E-05,0,0,0,2.82E-05,0,0,0.244008899,5.63E-05,0,0,0,0,0,8.45E-05,0,0,0.755737659,0,0,0,0,0,0,0,0
K160QS8K.03,2.79E-05,0,2.79E-05,0,0,0,0,0,0,0,0,0,0,0,0.165550346,5.58E-05,0,0,0,0,0,5.58E-05,0,0,0.834282206,0,0,0,0,0,0,0,0
J160QPL7.03,0,0,0.000231374,0,0,0,0,7.71E-05,0,0,0,0,0,0,0.400161962,7.71E-05,3.86E-05,0,0,0,0,3.86E-05,0,0,0.599375289,0,0,0,0,0,0,0,0
D160QYM8.03,2.81E-05,0,0.000224902,0,0,0,0,0,0,0,0,0,0,0,0.290039639,0,0,0,0,0,0,2.81E-05,0,0,0.709679233,0,0,0,0,0,0,0,0
J160QKKR.03,0,0,0.190232089,0,0,0,0,0,0,0,0,0,0,0,0.74950555,0.038506559,0,0,0,0,0,0,0,0,0.021755802,0,0,0,0,0,0,0,0
H160R5ZW.03,0,0,0.016266689,0,0,0,0,0,0,4.23E-05,0,0,0,0,0.980057462,0,0,0,0,0,8.45E-05,0.001732297,0,0,0.001816799,0,0,0,0,0,0,0,0
E160Q7FK.03,0,0,0.691871658,0,0,0,0,0.00013369,0,0,0,0,0,0,0.306925134,0.00026738,0,0,0,0,0.00013369,0.000320856,0,0,0.000347594,0,0,0,0,0,0,0,0
B160P19Y.03,0,0,0.000208609,0,0,0,0,0,0,0,0,0,0,0,0.999304638,0.000139072,6.95E-05,0,0,0,0,0,0,0,0.000278145,0,0,0,0,0,0,0,0
H160R5YZ.03,0,0,0.213458125,0,0,0,0,3.23E-05,0,0,0,0,0,0,0.78605777,9.68E-05,0,0,0,0,6.45E-05,0.000225916,0,0,6.45E-05,0,0,0,0,0,0,0,0
K160QK8Y.03,0,0,0.003751407,0,0,0,0,0.36701263,0,0,0,0,0,0,0.628673252,6.25E-05,0,0,0,0,6.25E-05,0,0,0,0.00018757,0,0,0,0,0,0,0,0.000250094
G160PSQM.03,0,0,0.013842697,0,0,0,0,0,0,0,0,0,0,0,0.985348315,0.000179775,0,0,0,0,0,0.000179775,0,0,0.000359551,0,0,0,0,0,0,0,8.99E-05
F160QZ1V.03,0,0,3.74E-05,0,0,0,0,3.74E-05,0,0,0,0,0,0,0.999813189,3.74E-05,0,0,0,0,0,0,0,0,7.47E-05,0,0,0,0,0,0,0,0
K160QM3J.03,0,0,0.001756158,0,0,0,0,0,0,0,0,0,0,0,0.340606752,8.78E-05,0,0,0,0,0,4.39E-05,0,0,0.657505378,0,0,0,0,0,0,0,0
B160R3W9.03,0,0,0.033531659,0,0,0,0,0,0,0,0,0,0,0,0.966101072,0,0,0,0,0,0,3.67E-05,0,0,0.000330542,0,0,0,0,0,0,0,0
B160V9X0.03,5.91E-05,0,0.112572374,0.009051164,0,0,0,0.153078105,0,0,0.001606995,0,0,0,0.002965851,0.695214463,0.000224507,0,0,0,0,0,0.008625783,0.00952381,0.007077868,0,0,0,0,0,0,0,0
C160SRHH.03,2.71E-05,0,0.088331235,0.053762131,0,0,0,0.103666707,0,0,0,0,0,0,0.013697703,0.702305058,0.000473735,0.000730905,0,0,0.000243635,0.00679471,0.00169191,0.008608438,0.019517873,0,0,0.000148888,0,0,0,0,0
H160TMKZ.03,0,0,0.051541691,0.006761113,0,0,0,0.11317788,0,0,0,0,0,0,0.027956414,0.788911775,4.72E-05,0.001603799,0,0,0,0.001053476,0.000361641,0.005581849,0.002987468,0,0,0,0,0,1.57E-05,0,0
C160SLF8.03,0,0,0.422958785,0.005414317,0,0,0,0.042273319,0,0,0,0,0,0,0.048277657,0.454663774,3.47E-05,0,0,0,0.001856833,0,0.006993492,0.01056833,0.006958785,0,0,0,0,0,0,0,0
J160WR7F.03,0,0,0.084888106,0.003309895,0,0,0,0.054835576,0,0,0,0,0,0,0.027533058,0.800072455,0.000247007,0,0,0,0,0.007097337,0.001449108,0.018393795,0.001976057,0,0,0,0,0,6.59E-05,0,0.000131737
J160TS0Q.03,3.78E-05,0,0.002946139,0.134603279,0,0,0,0.047704782,0,0,0,0,0,0,0.017022134,0.732593861,1.26E-05,2.52E-05,0,0,0,0.043361116,0,0.00414222,0.017538338,0,0,1.26E-05,0,0,0,0,0
H160S90K.03,0,0,0.072771997,0.000611144,0,0,0,0.000168065,0,0,0,0,0,0,0.030771111,0.628057631,0,0,0,0,0,0,0,1.53E-05,0.267604773,0,0,0,0,0,0,0,0
H160TF0K.03,0,0,0.097368619,0.003039828,0,0,0,2.82E-05,0,0,0,0,0,0,0.055290995,0.599213221,0,0,0,0,0,9.41E-06,0,0,0.245049691,0,0,0,0,0,0,0,0
A160T6WZ.03,1.26E-05,0,0.012186227,0.027252377,0,0,0,0.112958398,0,0,0,0,0,0,0.108217214,0.560893405,0,0,0,0,0,0.067546154,0,0.02358016,0.087353489,0,0,0,0,0,0,0,0
J160TPZ4.03,6.76E-05,0,0.144550116,0.003016816,0,0,0,0.120550873,0,0,0,0,0,0,0.005763065,0.664308229,0.000175868,0,0,0,0,0.014028869,0.010335638,0.002651551,0.034551333,0,0,0,0,0,0,0,0
C160V2J2.03,3.46E-05,0,0.139187802,0.001903048,0,0,0,0.35157953,0,0,0,0,0,0,0.018972815,0.470906428,0.000103803,0,0,0,0,0,0,0,0.017311973,0,0,0,0,0,0,0,0
B160TK8J.03,5.83E-05,0,0.000641138,0.060281518,0,0,0,0.000743137,0,0,0,0,0,0,0.046948767,0.804919275,0,5.83E-05,0,0,0,0.02309553,0,0,0.063254065,0,0,0,0,0,0,0,0
A160TQW2.03,2.36E-05,0,0.235898887,0.1673505,0,0,0,0.000624882,0,0,0,0,0,1.18E-05,0.009385022,0.490815412,0.000106112,0,0,0,0,0,0,4.72E-05,0.095724863,0,1.18E-05,0,0,0,0,0,0
D160S815.03,0,0,0.098498596,0.000811022,0,0,0,0.480053933,0,0,0,0,0,0,0.003619185,0.413154773,0.000212893,0,0,0,0,0,0,0,0.003629322,0,0,2.03E-05,0,0,0,0,0
C160TQV5.03,1.43E-05,0,0.160230309,0.003757519,0,0,0,0.223108025,0,0,0,0,0,0,0.031746032,0.541697027,0.000828654,0,0,0,0,0,0,0,0.038618148,0,0,0,0,0,0,0,0
J160T21M.03,3.53E-05,0,0.144876138,0.00531089,0,0,0,0.218081728,0,0,0,0,0,0,0.056231915,0.538693627,0.000635189,0,0,0,0,0,0,0.016691368,0.018614581,0,0,0,0,0,0.000829275,0,0
K160SS7Y.03,3.34E-05,0,0.155476027,0,0,0,0,0.000434804,0,0,0,0,0,0,0.031272472,0.627556566,0,0,0,0,0,0,0,1.67E-05,0.18520996,0,0,0,0,0,0,0,0
K160TF1G.03,0,0,0.368810797,0.002161657,0,0,0,1.46E-05,0,0,0,0,0,0,0.041684924,0.525720796,0,0,0,0,0,0,0,0,0.061607221,0,0,0,0,0,0,0,0
A160SVQ8.03,4.05E-05,0,0.022585938,0.01008771,0,0,0,0.082423481,0,0,0,0,0,0,0.01231592,0.699090486,0,0,0,0,0,0.001235643,0,0.007575911,0.164644398,0,0,0,0,0,0,0,0
K160SWRQ.03,7.34E-05,0,0.05380738,0.004404424,0,0,0,0.020492806,0,0,0,0,0,0,0.016492121,0.835274542,0.002642654,0.001663894,0,0,0,1.22E-05,0,7.34E-05,0.064010962,0,0,1.22E-05,0,0,0.001039933,0,0
A160TDKQ.03,0,0,0.050298109,0.008300018,0,0,0,0.230505333,0,0,0,0,0,0,0.073925494,0.531090484,0,9.68E-05,0,0,0,0.033573573,0,0.038595084,0.033615073,0,0,0,0,0,0,0,0
B160W5P3.03,7.18E-05,0,0.171131308,0.004077972,0,0,0,0,0,0,0,0,0,0,0.008765845,0.727337957,0.000490313,3.59E-05,0,0,0,0,0,3.59E-05,0.088053097,0,0,0,0,0,0,0,0
F160RV0F.03,0,0,0.089870897,0,0,0,0,2.57E-05,0,0,0,0,0,0,0.02809429,0.746997238,0,0,0,0,0,0,0,0,0.135011883,0,0,0,0,0,0,0,0
C160SRG7.03,1.44E-05,0,0.188339258,0.026870655,0,0,0,0.196586117,0,1.44E-05,0,0,0,0,0.013946259,0.518587815,0.000187102,4.32E-05,0,0,0,0.026611592,0.002921662,0.010189836,0.015687742,0,0,0,0,0,0,0,0
D160T7X0.03,2.66E-05,0,0.040678912,0.011195665,0,0,0,0.140377439,0,0,0,0,0,0,0.001195267,0.737187405,0.000517949,0.000411703,0,0,0,0,0.000863248,0.026827098,0.040692192,0,0,0,0,0,2.66E-05,0,0
B160T0HW.03,0,0,0.02942503,0.02630392,0,0,0,0.173212578,0,0,0,0,0,0,0.033736853,0.607299428,0,1.80E-05,0,0,0,0.025726605,0,0.006278302,0.097999242,0,0,0,0,0,0,0,0
D160V2JZ.03,0,0,0.200049438,0.04114987,0,0,0,0.000567083,0,0,0,0,0,0,0.00222471,0.721765809,0.000116325,0,0,0,0,0,0,0.000101784,0.034024981,0,0,0,0,0,0,0,0
F160T6JN.03,0,0,0.124585938,0,0,0,0,0.000839366,0,0,0,0,0,0,0.016307688,0.800500622,0.001079185,0,0,0,0,0,0,0.000179864,0.050137146,0,0,0,0,0,0.006370191,0,0
F160SX0V.03,0,0,0.073512921,0.106720526,0,0,0,0.250828279,0,0,0,0,0,0,0.055265304,0.455642489,0.00115959,0,0,0,0,0,0,0.01075488,0.032685152,0,0,0,0,0,0.013430858,0,0
D160TCFT.03,0,0,0.076504775,0.067073378,0,0,0,0.147469667,0,0,0,0,0,0,0.000169935,0.602012031,8.50E-05,0,0,0,0,0.001733338,8.50E-05,1.70E-05,0.104849947,0,0,0,0,0,0,0,0
B160VKL1.03,4.72E-05,0,0.3018343,0.001013816,0,0,0,0.010939784,0,0,0,0,0,0,0.016763333,0.6559155,0.001178856,0,0,0,0,0,0,0.002098364,0.010208893,0,0,0,0,0,0,0,0
D160VKLY.03,0,0,0.332323615,0.003218478,0,0,0,0.072778619,0,0,0,0,0,0,0.015603307,0.546888805,0.002050991,0,0,0,0,0,0,0,0.027136186,0,0,0,0,0,0,0,0
