SampleID,k__Bacteria|Other|Other,k__Bacteria|p__Actinobacteria|Other,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Actinobacteria|c__Coriobacteriia,k__Bacteria|p__Actinobacteria|c__Thermoleophilia,k__Bacteria|p__Bacteroidetes|Other,k__Bacteria|p__Bacteroidetes|c__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Cytophagia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Cyanobacteria|c__4C0d-2,k__Bacteria|p__Cyanobacteria|c__Chloroplast,k__Bacteria|p__Cyanobacteria|c__Nostocophycideae,k__Bacteria|p__Firmicutes|Other,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichi,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Gemmatimonadetes|c__Gemm-1,k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria],k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Spirochaetes|c__[Brachyspirae],k__Bacteria|p__Synergistetes|c__Synergistia,k__Bacteria|p__TM7|c__TM7-3,k__Bacteria|p__Tenericutes|c__Mollicutes,k__Bacteria|p__Tenericutes|c__RF3,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Bacteria|p__WPS-2|c__,k__Bacteria|p__[Thermi]|c__Deinococci
B160PBCB.03,0,0,0.134260353,3.38E-05,0,0,0,0.000337507,0,0,0,0,0,0,0.001046272,0.64281616,0,0,0,0,0,0,0,0,0.221505957,0,0,0,0,0,0,0,0
F160P8JV.03,0.000526692,0,0.008728039,0,0,0,0,3.76E-05,0,0,0,0,0,0,0.157405666,0.216545653,0,0,0,0,0,0,0,0,0.61675633,0,0,0,0,0,0,0,0
H160SLT1.03,0,0,0.105823532,0.009532031,0,0,0,0.164310636,0,0,0,0,0,0,0.003776843,0.56328909,0.002266106,0.000863278,0,0,0,0.054386533,0,0.088665875,0.007086076,0,0,0,0,0,0,0,0
D160STXT.03,0.000184238,0,0.003224172,0.018193542,0,0,0,0.019391092,0,0,0,0,0,0,0.048777118,0.79448206,0.013633642,0.000736954,0,0,0,9.21E-05,0,0,0.100962646,0,0,4.61E-05,0,0,0.000276358,0,0
D160RQXV.03,4.53E-05,0,0.18166576,0.012280225,0,0,0,0.140474896,0,0,0,0,0,0,0.0525648,0.585145913,0.000271887,0.000271887,0,0,0,0.018760196,0,9.06E-05,0.008428494,0,0,0,0,0,0,0,0
F160SSZK.03,0.000266085,0,0.019956362,0.003299452,0,5.32E-05,0,0.161886009,0,0,0,0,0,0,0.033899207,0.660316109,0.001809377,0.078548241,0,0,0,0.009898356,0,0,0.030067586,0,0,0,0,0,0,0,0
J160SB6X.03,6.78E-05,0,0.031396216,0.00162745,0,6.78E-05,0,0.24784702,0,0,0,0,0,0,0.009425646,0.682647318,0.00169526,0.000135621,0,0,0,0.009696888,0,6.78E-05,0.015325151,0,0,0,0,0,0,0,0
B160SG0V.03,0.00082282,0,0.362150302,0.00828305,0,0,0,0.149204608,0,0,0,0,0,0,0.06165661,0.413933077,0,0,0,0,0,0.003455842,0,0.000274273,0.000219419,0,0,0,0,0,0,0,0
J160S2S8.03,0,0,0.000382775,0,0,0,0,4.78E-05,0,0,0,0,0,0,0.031866029,0.461004785,0.000478469,0,0,0,0,0,0,0,0.506220096,0,0,0,0,0,0,0,0
H160Q2XW.03,0,0,0.061652494,0.064525396,0,0,0,0.001091703,0,0,0,0,0,0,0.031142266,0.781142266,0.005860722,0,0,0,0,5.75E-05,0,0.001321535,0.053033785,0,0,0,0,0,0.000172374,0,0
C160S2RC.03,0,0,0.004325054,0.019284184,0,0,0,0.31513372,0,0,0,0,0,0,0.050868979,0.480041267,0.001904611,0,0,0,0,0.032497421,0,0,0.095944766,0,0,0,0,0,0,0,0
B160S21F.03,0,0,0.187699289,0.001349031,0,0,0,0.255396125,0,0,0,0,0,0,0.03041452,0.45732156,0.005580083,0.002146186,0,0,0,0,0,0.026796664,0.033296542,0,0,0,0,0,0,0,0
F160SDW9.03,6.92E-05,0,0.012429887,0.00332387,0,0,0,0.057544491,0,0,0,0,0,0,0.263105048,0.633474136,0.000830967,0,0,0,0,0,0,0,0.010387092,0,0,0,0,0,0.018835261,0,0
A160RTMW.03,0,0,0.194483663,0.001663977,0,0,0,0.067012908,0,0,0,0,0,0,0.024959661,0.606141589,0,0,0,0,0,0.036204115,0,0,0.069534086,0,0,0,0,0,0,0,0
E160STD1.03,0.000536931,0,0.30400349,0.062955133,0,0,0,0.099130843,0,0,0,0,0,0,0.183596765,0.341320179,0,0,0,0,0,0.004094097,0,0,0.004362563,0,0,0,0,0,0,0,0
F160SM4D.03,0.000873628,0,0.271584305,0.035780757,0,3.80E-05,0,0.206631975,0,0,0,0,0,0,0.153796483,0.318950127,0,0,0,0,0,0.01223079,0,0,0.000113951,0,0,0,0,0,0,0,0
K160SPYP.03,0.002257108,0,0.019539146,0.004716346,0,0,0,0.468771055,0,0,0,0,0,0,0.000875893,0.497540763,0.000505323,0,0,0,0,0,0,0.000168441,0.005592238,0,0,0,0,0,3.37E-05,0,0
B160RHBG.03,0,0,0.005139997,0.013932098,0,0,0,0.258284864,0,0,0,0,0,0,0.019004464,0.534153929,0.006222102,0.000135263,0,0,0,0,0,0,0.16234952,0,0,0,0,0,0.000777763,0,0
J160Q3GY.03,0.000114064,0,0.691190449,0.002851603,0,0,0,0.109843732,0,0,0,0,0,0,0.007338124,0.141895745,0.000798449,3.80E-05,0,0,0,0,0,3.80E-05,0.045891791,0,0,0,0,0,0,0,0
J160Q5HF.03,0,0,0.501719526,0.001570925,0,0,0,0.025262175,0,0,0,0,0,4.25E-05,0.006326158,0.45064323,0.002335159,0,0,0,0,0,0.002972021,0.000424574,0.008703774,0,0,0,0,0,0,0,0
B160S2PF.03,0.000233663,0,0.279772568,0.122595218,0,0,0,0.000272607,0,0,0,0,0,3.89E-05,0.052846795,0.487421139,0,0,0,0,0,3.89E-05,0,0,0.056780123,0,0,0,0,0,0,0,0
H160RVB5.03,0,0,0.250835826,0,0,0,0,8.80E-05,0,0,0,0,0,0.000263945,0.055296498,0.643630125,0,0,0,0,0,0,0,0,0.049797642,0,0,0,0,0,8.80E-05,0,0
D160Q3Q9.03,3.29E-05,0,0.347577223,0,0,0,0,0.269350965,0,0,0,0,0,0,0.045067272,0.194743248,0,0,0,0,0,3.29E-05,0,0,0.1431955,0,0,0,0,0,0,0,0
E160QDNY.03,0.000753352,0,0.267440108,0,0,0,0,0.007985536,0,0,0,0,0,0,0.246496911,0.056953443,0,0,0,0,0.171161669,0.069609763,0,0.00015067,0.050625283,0,0,0,0.116920295,0,0,0.011902968,0
F160QF8T.03,4.03E-05,0,0.249294639,0,0,0,0,0.04764208,0,0,0,0,0,0,0.210197501,0.437363966,0.000161225,0,0,0,0,0,0,4.03E-05,0.055259976,0,0,0,0,0,0,0,0
H160R684.03,0.000146929,0,0.385982956,0.117837202,0,0.000293858,0,0.042021746,0,0,0,0,0,0,0.001175433,0.44798707,0.000146929,0,0,0,0,0,0,0.000293858,0.004114017,0,0,0,0,0,0,0,0
D160S6DD.03,0.0003386,0,0.090519187,0.011060948,0,0,0,0.049322799,0,0,0,0,0,0,0.034198646,0.769525959,0.000225734,0,0,0,0,0,0,0,0.044808126,0,0,0,0,0,0,0,0
K160S4JS.03,0.000546498,0,0.060205848,0.032334457,0,0,0,0.209126514,0,0,0,0,0,0,0.019856089,0.645687221,0,0,0,0,0,0,0,0,0.032243374,0,0,0,0,0,0,0,0
J160SF9S.03,0,0,0.101700642,0.039531479,0,0,0,0.116792432,0,0,0,0,0,0,0.00574389,0.706047978,0.001689379,0,0,0,0,0,0,0,0.0284942,0,0,0,0,0,0,0,0
K160S7Q1.03,0.000113045,0,0.000791318,0,0,0,0,0,0,0,0,0,0,0,0.060705404,0.754465295,0,0,0,0,0,0.001017409,0,0,0.182907529,0,0,0,0,0,0,0,0
K160V15F.03,0,0,0.012100344,0.001770782,0,0,0,0.012395475,0,0,0,0,0,0,0.000393507,0.956025578,0,0,0,0,0,0,0,0,0.017314314,0,0,0,0,0,0,0,0
C160V0RM.03,0,0,0.000264131,0.020602219,0,0,0,0.047807713,0,0,0,0,0,0,0.00264131,0.915742208,0.004094031,0,0,0,0,0.005810882,0,0.00118859,0.001848917,0,0,0,0,0,0,0,0
J160S321.03,0.000221214,0,0.044353501,0.037164031,0,0,0,0.352062825,0,0,0,0,0,0,0.028094237,0.479703573,0,0,0,0,0,0,0,0.000110607,0.058290012,0,0,0,0,0,0,0,0
F160S7P4.03,0,0,0.309401335,0,0,0,0,0,0,0,0,0,0,0,0.07770603,0.464156725,0,0,0,0,0,0.000109445,0,0,0.148626464,0,0,0,0,0,0,0,0
H160SL01.03,0,0,0.003286771,0.005341002,0,0,0,0.110928513,0,0,0,0,0,0,0.018077239,0.840591619,0,0,0,0,0,0.002054232,0,0.004382361,0.015338263,0,0,0,0,0,0,0,0
C160S6H7.03,0,0,0.002950288,0,0,0,0,0.000442543,0,0,0,0,0,0,0.032600679,0.622510695,0,0,0,0,0,0.000295029,0,0,0.341200767,0,0,0,0,0,0,0,0
G160SB1C.03,0,0,0.000344531,0.010508183,0,0,0,0,0,0,0,0,0,0,0.007924203,0.933161068,0,0,0,0,0,0.000172265,0,0,0.04788975,0,0,0,0,0,0,0,0
F160S69P.03,0,0,0.030262657,0,0,0,0,0,0,0,0,0,0,0,0.148648649,0.683669585,0,0,0,0,0,0,0,0,0.137419109,0,0,0,0,0,0,0,0
C160T898.03,0,0,0.067455133,0.002475418,0,0,0,0.064292099,0,6.88E-05,0,0,0,0,0.00171904,0.84349859,0.003781888,0,0,0,0,0,0,6.88E-05,0.006119783,0,0,0,0,0,0.010520525,0,0
K160RFYC.03,0.000453378,0,0.078132084,0,0,0,0,0,0,0,0,0,0,0,0.375698957,0.542693063,0,0,0,0,0,0,0,0,0.003022518,0,0,0,0,0,0,0,0
C160RZGX.03,0,0,0.053098814,0,0,0,0,0.153903592,0,0,0,0,0,0,0.000912636,0.770845433,0,0,0,0,0,0,0,0,0.021239525,0,0,0,0,0,0,0,0
J160S3DC.03,0.000140331,0,0.474038731,0.028627561,0,0,0,0.001824305,0,0,0,0,0,0,0.002806624,0.479651979,0.000280662,0,0,0,0,0,0,0.000982318,0.011647488,0,0,0,0,0,0,0,0
D160SHBP.03,0,0,0.323029366,0.042417998,0,0,0,0.084664262,0,0,0,0,0,0,0.000515198,0.507126911,0,0,0,0,0,0.005151984,0,0,0.007899708,0,0,0,0,0,0.029194573,0,0
E160RRFP.03,0,0,0.089628681,0.081145967,0,0,0,0.115076825,0,0,0,0,0,0,0.001440461,0.687419974,0.002400768,0,0,0,0,0,0,0.000800256,0.022087068,0,0,0,0,0,0,0,0
H160SM2J.03,0.000111757,0,0.066271793,0.014081359,0,0,0,0.038220831,0,0.000223514,0,0,0,0,0.000894055,0.838623156,0.001229325,0.012405007,0,0,0,0.008046491,0,0.006370139,0.013522575,0,0,0,0,0,0,0,0
F160V5QZ.03,0.004164273,0,0.023406088,0.026995979,0,0,0,0.201895462,0,0,0,0,0,0,0.005313038,0.685812751,0.003159104,0,0,0,0,0.003733487,0.000287191,0.000287191,0.044945434,0,0,0,0,0,0,0,0
F160TB7W.03,0,0,0.008581752,0.006323397,0,0,0,0.005984643,0,0,0,0,0,0,0.000225836,0.959688347,0.003387534,0,0,0,0,0,0,0,0.015808491,0,0,0,0,0,0,0,0
J160TKMX.03,0,0,0.014776869,0.004531573,0,0,0,0.017929268,0,0,0,0,0,0,9.85E-05,0.954979805,0.001379174,0,0,0,0,0,0,0.00039405,0.005910748,0,0,0,0,0,0,0,0
A160T4PJ.03,0,0,0.306764552,0.00831523,0,0,0,0.123380028,0,0,0,0,0,0,0.00794067,0.548505506,0.00037456,0.000224736,0,0,0,0.002097535,0,0,0.002322271,0,0,0,0,0,7.49E-05,0,0
E160T6XW.03,7.38E-05,0,0.005760284,0.037294144,0,0,0,0.026216675,0,0,0,0,0,0,0.011372868,0.893360904,0.000443099,0,0,0,0,0.019717894,0,7.38E-05,0.005686434,0,0,0,0,0,0,0,0
G160S7RV.03,0,0,0.136032389,0.029959514,0,0,0,0.005182186,0,0,0,0,0,0,0.017975709,0.699595142,0.030121457,0,0,0,0,0,0,0,0.081133603,0,0,0,0,0,0,0,0
C160SGJ6.03,0.000325309,0,0.051236174,0.009352635,0,0,0,0.109791802,0,0,0,0,0,0,0.016509434,0.78830514,0.000406636,0,0,0,0,0.010409889,0,0,0.010653871,0,0,0,0,0,0.003009109,0,0
E160T67F.03,0,0,0.541706387,7.94E-05,0,0,0,0.002700985,0,0,0,0,0,0,0.004130918,0.384334287,0.003098189,0,0,0,0,0,0,0,0.063949793,0,0,0,0,0,0,0,0
E160RVWQ.03,0,0,0.039367226,0,0,0,0,0.084893129,0,0,0,0,0,0,0.013162662,0.707764763,0,0,0,0,0,0,0,0,0.154812221,0,0,0,0,0,0,0,0
C160S28W.03,0,0,0.05799458,0.007407407,0,0,0,0.034507678,0,0,0,0,0,0,0.052935863,0.829087624,0.000361337,0,0,0,0,0.007768744,0,0.003974706,0.005058717,0,0,0,0,0,0.000903342,0,0
F160VFJJ.03,0,0,0.017747753,0.003148795,0,0,0,0.113471117,0,0,0,0,0,0,0.007099101,0.836262667,0.002404534,0.000114502,0,0,0,0,0,0.007671609,0.011621916,0,0,0,0,0,0.000458007,0,0
K160V9NF.03,0,0,0.010299302,0.04175019,0,0,0,0.087509504,0,0,0,0,0,0,0.004976844,0.841432225,0.001658948,0,0,0,0,0.002419299,0,0.003801756,0.001175088,0,0,0,0,0,0.004976844,0,0
J160SKR8.03,0,0,0.063917252,0.008486938,0,0,0,0.062988994,0,0,0,0,0,0,0.008089113,0.698978915,0.001326084,0,0,0,0,0.00331521,0,0.001193476,0.006099987,0,0,0,0,0,0.145604031,0,0
F160SLM0.03,0,0,0.169436202,0.009495549,0,0,0,0.037537092,0,0,0,0,0,0,0.010979228,0.74925816,0.000296736,0.000445104,0,0,0,0,0,0.000296736,0.022255193,0,0,0,0,0,0,0,0
J160SFWT.03,0,0,0.049468012,0.024181291,0,0,0,0.000829073,0,0,0,0,0,0,0.00690894,0.910045599,0.000552715,0.000138179,0,0,0,0,0,0,0.007876192,0,0,0,0,0,0,0,0
D160TSNY.03,0,0,0.084988962,0.001931567,0,0,0,0.092577263,0,0,0,0,0,0,0.002483444,0.806153422,0.000965784,0,0,0,0,0,0,0.000551876,0.010347682,0,0,0,0,0,0,0,0
H160RV3H.03,9.04E-05,0,0.072533237,0.018449851,0,0,0,0.066654608,0,0,0,0,0,0,0.000361762,0.836031473,9.04E-05,0,0,0,0,0,0,0.004793344,0.000994845,0,0,0,0,0,0,0,0
C160SHKW.03,0,0,0.195554893,0.012902745,0,0,0,0.354713604,0,0,0,0,0,0,0.05325179,0.372687947,0.001417064,0,0,0,0,0,0,0,0.009471957,0,0,0,0,0,0,0,0
J160TDX3.03,0,0,0.004258944,0.010477002,0,0,0,0.049914821,0,0,0,0,0,0,0.00834753,0.916609881,0.003492334,0,0,0,0,0,0,0,0.006899489,0,0,0,0,0,0,0,0
F160SQSH.03,0,0,0.025065812,0.001602381,0,0,0,0.117889436,0,0,0,0,0,0,0,0.852924345,0.001831292,0,0,0,0,0,0,0,0.000686735,0,0,0,0,0,0,0,0
B160RX7R.03,0,0,0.036770805,0.001244125,0,0,0,0.146806746,0,0,0,0,0,0,0.014653027,0.778683992,0,0.021288361,0,0,0,0,0,0,0.000552944,0,0,0,0,0,0,0,0
H160TRZP.03,0,0,0.000101245,0.003644831,0,0,0,0.000202491,0,0,0,0,0,0,0.028044953,0.950187304,0,0,0,0,0,0.008808343,0,0,0.009010833,0,0,0,0,0,0,0,0
E160SDGJ.03,0,0,0.085592446,0.017819068,0,0,0,0.013402376,0,0,0,0,0,0,0.189917758,0.635699056,0.000761499,0,0,0,0,0,0,0,0.041577825,0,0,0,0,0,0.015229973,0,0
J160SK88.03,0.002418623,0,0.010883805,0.005542679,0,0,0,0.235513454,0,0,0,0,0,0,0.001108536,0.734959186,0.001209312,0,0,0,0,0,0,0.003829487,0.004434143,0,0,0,0,0,0,0,0.000100776
F160SG7C.03,0,0,0.119126328,0.115230224,0,0,0,0.158323495,0,0,0,0,0,0,0.021487603,0.57674144,0.000590319,0,0,0,0,0,0,0,0.00850059,0,0,0,0,0,0,0,0
F160T2XZ.03,0,0,0.040872418,0.004964979,0,0,0,0.069509708,0,0,0,0,0,0,0.000531962,0.881638443,0.000443302,0,0,0,0,0,0,0.000177321,0.001861867,0,0,0,0,0,0,0,0
E160VWJY.03,0.002394548,0,0.077730705,0.031865905,0,0,0,0.14127832,0,0,0,0,0,0,0.007736231,0.728495119,0.00276294,0,0,0,0,0.005894272,0,0,0.00184196,0,0,0,0,0,0,0,0
B160SH9S.03,0,0,0.056456059,0.004741427,0,0,0,0.119417797,0,0,0,0,0,0,0,0.817399934,0.000110266,0,0,0,0,0,0,0,0.001874518,0,0,0,0,0,0,0,0
B160SPNC.03,0,0,0.139271503,0.001071319,0,0,0,0.095500459,0,0,0,0,0,0,0.002754821,0.732476278,0.002295684,0,0,0,0,0.002295684,0.000153046,0,0.024181206,0,0,0,0,0,0,0,0
D160RZ9B.03,0,0,0.058275254,0.010496263,0,0,0,0.004030565,0,0,0,0,0,0,0.002351163,0.915526073,0.000755731,0,0,0,0,0,0,8.40E-05,0.008480981,0,0,0,0,0,0,0,0
K160S483.03,0.000821243,0,0.228989871,0.044210238,0,0,0,0.043662743,0,0,0,0,0,0,0.000273748,0.662058582,0,0,0,0,0,0.018067342,0,0.000136874,0.001779359,0,0,0,0,0,0,0,0
J160S3T6.03,0,0,0.092197523,0.019095927,0,0,0,0.085633299,0,0,0,0,0,0,0.021184544,0.71266597,0.002536178,0.004177234,0,0,0,0,0,0.000149187,0.062360137,0,0,0,0,0,0,0,0
H160SHH5.03,0.000221959,0,0.102397159,0.007102693,0,0,0,0.299274933,0,0,0,0,0,0,0.005253033,0.48853211,0.00347736,0,0,0,0,0,0.000295946,0,0.027374963,0,0,0,0,0,0.066069843,0,0
F160VCV3.03,0,0,0.591958446,0.006156214,0,0,0,0.015775298,0,0,0,0,0,0,0.005194306,0.301846864,0.00230858,0,0,0,0,0.041169681,0,0,0.035590612,0,0,0,0,0,0,0,0
E160SDK3.03,0,0,0.146425279,0.005615623,0,0,0,0.034112815,0,0,0,0,0,0,0.014416227,0.786271059,0.000754337,0,0,0,0,0.003352611,0,0.006537591,0.001927751,0,0,0,0,0,0.000586707,0,0
K160V6RZ.03,0,0,0.037676318,0.004268745,0,0,0,0.030530809,0,0,0,0,0,0,0.00074239,0.914903489,0.000927988,0,0,0,0,0,0,0.00937268,0.001299183,0,0,0,0,0,0.000278396,0,0
H160TXT2.03,0,0,0.070280694,0.01049925,0,0,0,0.086886651,0,0,0,0,0,0,0.000107135,0.790872081,0.001607028,0,0,0,0,0,0,0.026248125,0.012856225,0,0,0,0,0,0.000642811,0,0
H160S5P8.03,0.00052283,0,0.31544092,0.032241199,0,0,0,0.128790519,0,0,0,0,0,0,0.017601952,0.495294528,0.002091321,0,0,0,0,0.00644824,0,0,0.001568491,0,0,0,0,0,0,0,0
B160TX7D.03,0,0,0.143884246,0,0,0,0,0.103172463,0,0,0,0,0,0,0.003235373,0.730115934,0.005122675,0,0,0,0,0,0,0,0.014469309,0,0,0,0,0,0,0,0
D160T49P.03,0.000214892,0,0.011281831,0.031051896,0,0,0,0.148168046,0,0,0,0,0,0,0.002256366,0.779305899,0.000429784,0,0,0,0,0.019017943,0,0.000322338,0.007736113,0,0,0,0,0,0.000214892,0,0
J160RPQH.03,0,0,0.408905308,0.002333269,0,0,0,0.001555512,0,0,0,0,0,0,0.001555512,0.557845615,0.001166634,0.001361073,0,0,0,0,0,0.005249854,0.020027221,0,0,0,0,0,0,0,0
C160SLNT.03,0,0,0.107346241,0.025626424,0,0,0,0.064777904,0,0,0,0,0,0,0.000711845,0.778331435,0,0,0,0,0,0.002705011,0.000569476,0.002562642,0.002420273,0,0,0,0,0,0.014948747,0,0
J160SDY3.03,0,0,0.034824638,0.024538357,0,0,0,0.052174991,0,0,0,0,0,0,0.01586318,0.855496344,0.000991449,0,0,0,0,0.002726484,0.00334614,0.004213657,0.005081175,0,0,0,0,0,0.000743587,0,0
D160Q015.03,0,0,0.022443831,0.001249499,0,0,0,0.002616875,0,0,0,0,0,7.07E-05,0.038404413,0.866657236,0.004502912,0,0,0,0,0,0,4.72E-05,0.064007356,0,0,0,0,0,0,0,0
F160S9ZK.04,0,0,0.490631105,0.000148008,0,0,0,0.053638032,0,0,0,0,0,0,0.081685513,0.272867207,0,0,0,0,1.48E-05,0,0,0,0.101000533,0,0,0,0,0,0,0,1.48E-05
F160QPPL.03,0,0,0.00109529,2.61E-05,0,0,0,0,0,0,0,0,0,0,0.041099463,0.829943149,0.011500548,0,0,0,0,0,0,5.22E-05,0.11620508,0,0,7.82E-05,0,0,0,0,0
A160R5W8.03,0,0,0.006740276,0.007815573,0,0,0,0.122164232,0,0,0,0,0,0,0.144404521,0.681948123,0.005507619,0,0,0,0,0,0,0,0.020719138,0,0,0,0,0,0.010700517,0,0
E160QB3C.03,0.000124809,0,0.330462729,0.000748853,0,0,0,0.213360791,0,0,0,0,0,0,0.021373522,0.3412899,0.005866018,0,0,0,0,0.004056289,0,0.009111049,0.073574839,0,0,3.12E-05,0,0,0,0,0
A160QZMG.03,0,0,0.000186185,0.032644449,0,0,0,3.10E-05,0,0,0,0,0,0,0.0033203,0.847638553,0.011046981,0,0,0,0,0,0,0,0.105132502,0,0,0,0,0,0,0,0
K160QZLK.03,0,0,0.001417583,0.004436511,0,0,0,2.63E-05,0,0,0,0,0,0,0.01378206,0.808600005,0.011550679,0,0,0,0,0,0,0,0.160186911,0,0,0,0,0,0,0,0
A160RW24.03,0,0,0.028815773,0.009015461,0,0,0,0.00050554,0,0,0,0,0,0,0.010995492,0.894131525,0.023507604,0,0,0,0,4.21E-05,0,0,0.032986477,0,0,0,0,0,0,0,0
H160R7BT.03,0,0,0.072328805,0.008122112,0,0,0,0.002777389,0,0,0,0,0,0,0.00312748,0.871563273,0.011249592,0,0,0,0,0,0,7.00E-05,0.030761331,0,0,0,0,0,0,0,0
D160Q3P8.03,0,0,0.008727346,0.010306773,0,0,0,0.119044244,0,0,0,0,0,0,0.438837704,0.399028045,2.02E-05,0,0,0,0,0,0,0,0.024035638,0,0,0,0,0,0,0,0
E160RCBY.03,0,0,0.141310292,0.095072733,0,0,0,0.002488242,0,0,0,0,0,0,0.007027234,0.727687849,0.007519414,0,0,0,0,0,0,0.000218747,0.018648146,0,0,0,0,0,2.73E-05,0,0
G160RW17.03,0,0,0.084359387,0.001883753,0,0,0,0.002511671,0,0,0,0,0,5.46E-05,0.030112752,0.870594338,0.006634088,0,0,0,0,0,0,0,0.003849409,0,0,0,0,0,0,0,0
G160QXS9.03,0,0,0.523338748,0.0001083,0,0,0,0.047884273,0,0,0,0,0,0,0.07871896,0.253020809,0,0,0,0,0,1.55E-05,0,7.74E-05,0.096820608,0,0,0,0,0,0,0,1.55E-05
K160Q5FM.03,3.90E-05,0,0.184882314,0.117744643,0,0,0,5.86E-05,0,0,0,0,0,1.95E-05,0.10062844,0.503552051,0.002010227,0,0,0,0,0,0,0.000117101,0.090713923,0,0,0.000234201,0,0,0,0,0
B160QB48.03,0,0,0.095354036,0.028862967,0,0,0,0.100201421,0,0,0,0,0,0,0.144336971,0.620797273,0.001770734,0,0,0,0,0,8.85E-05,0.000442684,0.008056841,0,0,8.85E-05,0,0,0,0,0
A160S6GB.03,0,0,0.075048621,0.000457614,0,0,0,0.000133471,0,0,0,0,0,0,0.165465431,0.754051787,0.003660908,0,0,0,0,1.91E-05,0,0,0.001163101,0,0,0,0,0,0,0,0
D160Q0LZ.03,0,0,0.096512183,0.000597229,0,0,0,0.205805065,0,0,0,0,0,0,0.004921166,0.679216436,0.006999522,7.17E-05,0,0,0,0,0,2.39E-05,0.005852843,0,0,0,0,0,0,0,0
G160SL7T.03,0,0,0.072783786,0.004565175,0,0,0,0.000809428,0,0,0,0,0,0,0.004209027,0.893932526,0.001068445,0,0,0,0,0,0,3.24E-05,0.022599236,0,0,0,0,0,0,0,0
G160R79X.03,0,0,0.036122216,0.008614125,0,0,0,9.52E-05,0,0,0,0,0,0,0.00245098,0.851156482,0.026651437,0,0,0,2.38E-05,0,0,2.38E-05,0.074861984,0,0,0,0,0,0,0,0
J160QDWW.03,7.52E-05,0,0.057287617,0.065138328,0,2.51E-05,0,0.050063959,0,0,0,0,0,0,0.005919386,0.791943615,0.0042138,0,0,0,0,0.011337129,0.003962979,0,0.010032858,0,0,0,0,0,0,0,0
D160RZBL.03,0,0,0.020604821,0.02224701,0,0,0,0.219588523,0,0,0,0,0,0,0.010286918,0.716675962,0.001301357,0,0,0,0,0,0,0.006692694,0.002602714,0,0,0,0,0,0,0,0
D160QP4F.03,0.000225002,0,0.4100441,0.000945009,0,0,0,0.177616776,0,0,0,0,0,0,0.018675187,0.308230582,0.001597516,0,0,0,0,0.004567546,0,0.001552516,0.076523265,0,0,2.25E-05,0,0,0,0,0
C160PZB0.03,0,0,0.285588642,0.001853248,0,0,0,0.130072873,0,0,0,0,0,0,0.005088579,0.511025254,0.01184194,0,0,0,0,0,0,0.000910918,0.029651966,0,0,0,0,0,0.023966579,0,0
K160Q008.03,4.45E-05,0,0.089554894,0.016296856,0,0,0,0.002112144,0,0,0,0,0,0.000200098,0.205033572,0.651651919,0.017675308,0,0,0,0,0,0,0.00028903,0.017141714,0,0,0,0,0,0,0,0
E160Q5DQ.03,0,0,0.32828993,0.071135756,0,0,0,0.000198039,0,0,0,0,0,0,0.074205367,0.445707496,0.008278047,0.000277255,0,0,0,0,0,0.000237647,0.071591247,0,0,7.92E-05,0,0,0,0,0
G160QJZR.03,0,0,0.204421731,0.109395252,0,0,0,0.20479206,0,0,0,0,0,3.70E-05,0.007147354,0.402066437,0.000296263,0,0,0,0,0.000851757,0,0.066548161,0.004443951,0,0,0,0,0,0,0,0
F160RW3Y.03,0,0,0.032357857,0.00778722,0,0,0,0.209401557,0,0,0,0,0,0,0.014187676,0.634462895,0.003804715,0.001351207,0,0,0,0.019556946,0,0.013903211,0.012409771,0,0,0,0,0,0.050776944,0,0
F160S9FK.03,0,0,0.007843929,0.001178273,0,0,0,0.183861031,0,0,0,0,0,0,0.193859516,0.51668939,0.005016075,0,0,0,0,1.68E-05,0.000875288,0.000706964,0.089952701,0,0,0,0,0,0,0,0
J160QV9M.03,0,0,0.436733716,0.001676245,0,0,0,0.089798851,0,0,0,0,0,0,0.006178161,0.413888889,0.003208812,0,0,0,0,0,0,0.001293103,0.002011494,0,0,0,0,0,0.045210728,0,0
G160R783.03,0,0,0.021014493,0.01115942,0,0,0,0.096376812,0,0,0,0,0,0,0.00115942,0.865072464,0.000869565,0,0,0,0,0,0,0.002463768,0.001884058,0,0,0,0,0,0,0,0
H160R6YT.03,0,0,0.0153125,0.001944444,0,0,0,0.353611111,0,0,0,0,0,0,0.019236111,0.559375,0.007847222,0.001979167,0,0,0,0.01125,0,0.007361111,0.022083333,0,0,0,0,0,0,0,0
